#{"t_start": 1700864018.8270311, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-39.886543,14,13.968921
0.525249,18,14.025006
-30.277182,16,14.05637
-23.677317,12,14.077935
-34.116724,11,14.1073
-22.584616,15,14.138017
-29.399969,15,14.186283
-36.673009,10,14.204275
-31.518051,17,14.243691
-50.808429,15,14.273019
-6.992927,16,14.303561
-10.445224,15,14.335251
-40.50356,16,14.388018
-33.346346,13,14.412603
-27.044724,14,14.445894
-14.853948,16,14.476432
-6.400809,15,14.505699
-11.87648,17,14.545652
0.806137,19,14.596006
-14.99234,12,14.630279
-22.882938,14,14.65568
-58.916937,19,14.693939
-12.963589,14,14.721747
-26.932628,16,14.767098
-30.249108,13,14.808283
-13.023493,15,14.83585
-11.114195,15,14.864655
-40.187617,12,14.886871
-7.401685,13,14.93009
-32.38682,17,14.975147
-21.516123,13,15.001068
-38.768535,11,15.020799
-20.959981,15,15.051848
-37.735642,11,15.096999
-39.406561,11,15.116375
-29.018149,12,15.142595
-28.631179,14,15.170141
-33.576671,9,15.186439
-33.489975,12,15.212391
-26.558048,11,15.259588
-29.757717,10,15.2785
-35.24621,14,15.311237
-42.799818,11,15.332395
-34.255736,14,15.357584
-14.822504,18,15.417326
-22.716888,12,15.446383
-40.708684,14,15.473205
-31.601202,13,15.498741
-2.9961,14,15.524399
-29.546796,12,15.571348
-32.762628,16,15.60996
-19.528194,16,15.641314
-28.588347,13,15.671119
-15.333398,16,15.717689
-7.314529,14,15.742937
-42.423011,10,15.771131
-40.274101,8,15.785882
-29.550645,13,15.818038
-19.365955,15,15.847547
-23.11527,12,15.88798
8.291929,20,15.936424
-15.145262,17,15.973786
-15.749182,16,16.007148
-40.921455,12,16.027894
-30.118194,15,16.055878
-35.220185,12,16.077029
-35.998363,9,16.092731
-37.21964,10,16.111723
-31.612358,13,16.133852
-43.336829,11,16.182207
-35.102399,9,16.204151
-37.076744,22,16.246626
-36.520297,20,16.310453
-21.66389,16,16.347926
-38.647866,9,16.364703
-0.212192,15,16.395708
-36.437188,16,16.4267
-36.132938,9,16.444362
-9.846512,15,16.496256
-15.729568,14,17.423268
-18.920991,16,17.453863
-59.588199,17,17.501683
-28.042704,12,17.526712
-40.756712,14,17.578063
-20.788789,16,17.618592
-22.613344,12,17.662945
-23.489108,13,17.704381
-12.363533,12,17.726343
-14.433625,19,17.76677
-39.625844,13,17.804595
-21.177909,16,17.85428
-36.057365,11,17.877271
-41.865326,11,17.898374
-10.135349,12,17.925867
-31.676185,15,17.960668
-21.423759,14,18.007018
-10.44945,17,18.045569
-9.429932,16,18.080373
3.127031,15,18.107552
-30.409529,12,18.134684
-5.742353,20,18.195777
-3.464626,16,18.232825
-40.475275,12,18.256185
-39.600303,9,18.272492
-13.856197,15,18.301007
-44.994312,19,18.337179
-7.495969,19,18.398127
-27.998663,16,18.432618
-25.169176,13,18.457067
-56.385171,14,18.484916
-56.842534,19,18.520712
-21.659047,14,18.573316
-18.475624,16,18.609942
-2.476977,16,18.640421
-32.026318,17,18.671514
-29.238044,12,18.703262
0.015799,19,18.754041
-9.879074,16,18.798664
-18.188823,17,18.834345
-11.4604,15,18.879795
-25.364592,15,18.921966
-32.051393,10,18.939464
-31.176278,11,18.962744
-30.916283,18,18.997425
-37.44865,12,19.049645
-12.802459,17,19.090213
-33.087025,10,19.108382
-23.868295,16,19.141655
-28.961678,18,19.187478
-5.95868,15,19.227733
-40.165326,19,19.272803
8.505736,16,19.308703
-23.424738,17,19.34202
-29.566946,10,19.369356
-31.70926,17,19.405718
-41.232352,14,19.433684
-1.987443,14,19.47715
-24.633779,13,19.50843
-25.043719,13,19.536436
-39.403832,14,19.562433
-20.997267,10,19.591714
-30.065577,10,19.62433
-8.346436,15,19.651649
-25.862744,14,19.684222
-45.920274,20,19.733284
-26.32203,16,19.765465
-4.888236,16,19.808939
-29.628665,18,19.858508
-30.058125,17,19.891546
-30.889649,12,19.91971
-29.53189,15,19.960099
-34.309876,10,19.979209
-38.480821,20,20.020928
-33.043483,16,20.068943
-36.348074,14,20.098935
-35.562083,12,20.127259
-27.432981,11,20.147315
-11.192048,16,20.184079
4.314532,17,20.232454
-37.070536,9,20.25764
-33.570512,10,20.276478
-8.648269,16,20.308579
-29.650567,12,20.331456
-27.239014,17,20.364205
-37.816948,11,20.384509
-24.467627,15,20.416086
-37.210503,9,20.460828
-53.079954,14,20.491243
6.911233,19,20.552655
-39.613982,16,20.590652
-8.913727,15,20.618298
-50.075259,18,20.653556
-11.870984,15,20.681428
-38.203504,13,20.726944
-38.423586,13,20.764654
-50.787409,10,20.783003
-27.983681,11,20.80688
-35.22166,14,20.836619
-37.693195,11,20.86111
-34.306992,9,20.891114
-20.111438,14,20.934024
-37.718435,9,20.950651
-34.617961,15,20.980178
-23.081975,18,21.014981
-28.014871,16,21.060909
-2.338181,15,21.104469
-36.427111,10,21.122665
-50.073756,15,21.167913
-2.090738,15,21.21069
-0.882732,14,21.241163
-42.751146,12,21.271039
-25.896339,11,21.291636
-55.587782,19,21.332433
-42.421874,14,21.384318
-18.597089,18,21.42164
-16.740693,20,21.45891
-39.330025,14,21.485884
-26.456008,19,21.522913
-21.735098,11,21.56679
-5.317853,17,21.607483
-22.895383,12,21.629376
-10.551991,13,21.656109
-44.247922,15,21.68851
-21.50407,14,21.736722
-37.914548,17,21.778967
-20.328134,17,21.809318
-19.713662,14,21.834536
-39.914978,11,21.85523
-38.887889,14,21.883664
-25.732052,14,21.910493
-27.34868,17,21.94269
-34.453732,17,21.974765
-36.3314,13,21.999394
-24.03925,18,22.036112
-0.409628,15,22.081206
-33.128008,11,22.117612
-44.536497,11,22.138223
-38.747459,20,23.026623
-25.060486,11,23.04943
-37.995632,11,23.086739
-30.032269,10,23.109308
-34.260713,8,23.126932
-50.170049,15,23.161013
-22.47089,15,23.19339
-43.317288,15,23.225925
-19.186985,15,23.263143
-20.884351,13,23.291152
-22.33783,13,23.316561
-21.031166,13,23.364683
-42.620802,20,23.40822
-36.657736,13,23.434426
-4.544649,16,23.465513
-33.920277,17,23.499431
-16.599938,14,23.551087
-30.831653,14,23.586992
-32.145603,14,23.613444
-43.537107,16,23.646002
-20.694864,16,23.679592
-37.153933,11,23.723688
-38.303314,12,23.756138
-33.765931,13,23.804046
-39.290419,14,23.848825
-6.389255,14,23.879985
-19.444907,17,23.926047
-16.643888,12,23.963765
-5.55513,13,23.986633
-7.240994,15,24.018029
15.945009,23,24.075879
-12.386397,14,24.102217
-10.095807,13,24.144417
-24.324,14,24.171953
-39.653652,18,24.205734
-51.921734,16,24.23626
-23.550103,13,24.259863
-30.143887,16,24.287986
-31.087947,18,24.32228
-7.868066,16,24.364181
-29.838294,11,24.405212
-40.903402,13,24.431757
-36.209525,16,24.463063
-32.54601,11,24.483178
-24.277595,16,24.524821
-4.706902,24,24.591801
-37.597741,15,24.620923
-18.410441,16,24.658783
-5.637735,14,24.709257
-34.704345,11,24.73158
-39.831478,13,24.754163
-24.77892,15,24.783284
-31.37455,18,24.821437
-23.618529,15,24.877661
-41.627501,15,24.912972
-29.380711,9,24.930378
-6.635256,14,24.95805
-15.679859,18,24.992297
-35.28076,16,25.047483
-42.769693,13,25.079859
-45.000495,11,25.100178
0.631696,18,25.1585
-20.510212,13,25.191631
-3.018323,17,25.224869
-23.846213,13,25.273125
-17.237232,12,25.305326
-53.031894,14,25.33044
4.476313,19,25.366251
-40.91864,15,25.39463
-35.936459,12,25.438846
-1.850576,14,25.475373
-25.830647,15,25.504083
-21.009281,19,25.545548
-27.783387,12,25.567004
-15.375628,15,25.605237
-33.307969,17,25.659057
-31.60794,16,25.696038
-26.549255,13,25.725473
-7.513358,19,25.782332
-29.098814,15,25.818456
-29.519489,14,25.844099
-23.002818,13,25.871766
-14.384075,13,25.918323
-37.631753,13,25.953681
-14.840573,15,25.982251
-2.364714,13,26.009934
-18.091194,12,26.040617
-23.406154,20,26.0886
-5.986343,14,26.125665
-15.710793,14,26.155229
-12.339176,17,26.193141
-49.190775,15,26.220096
-20.969516,14,26.268255
-30.444233,17,26.306867
-38.226693,11,26.328274
-41.509132,9,26.3446
-34.189245,13,26.390566
-36.853355,12,26.422904
-13.222249,12,26.445386
-34.939577,12,26.469623
-37.858228,18,26.525677
-36.209456,10,26.55573
-3.667923,15,26.584393
-30.359285,18,26.618023
-32.994506,10,26.636961
-10.207914,15,26.665844
-24.490602,12,26.706517
-36.55624,12,26.728115
-33.411386,13,26.768088
-20.926449,13,26.79288
-34.262891,11,26.81369
-9.387735,19,26.864688
-33.296385,15,26.911356
-42.862795,15,26.943835
-19.252832,16,26.980792
-24.057948,13,27.010782
-24.851344,13,27.051775
-32.516492,20,27.093513
-41.936805,12,27.115097
-28.783508,17,27.152452
-37.658212,11,27.174339
-29.356792,10,27.192808
-21.848763,17,27.24814
-10.730576,19,27.290611
-30.264921,13,27.313953
-26.967411,10,27.337479
-38.473266,12,27.383359
-21.460288,15,27.410068
-49.394581,17,27.450062
-33.634705,16,27.480502
-13.004246,18,27.51444
-39.865288,12,27.556137
-18.854913,15,27.597246
-34.808336,16,27.627447
-9.411067,14,27.653202
-36.274614,7,27.6666
-21.357627,15,27.716385
-30.560631,16,27.757854
-33.42635,18,27.792782
-24.112119,17,28.713882
-36.530987,13,28.746378
-26.290405,15,28.775494
-22.825868,16,28.808978
-26.197299,13,28.835678
-50.092161,16,28.872846
-32.645986,15,28.908741
4.385632,17,28.944
14.125387,18,28.982205
-15.470686,12,29.014585
-42.603889,10,29.034985
-33.849423,17,29.067413
-14.644972,17,29.11363
-44.628632,11,29.134079
4.380366,14,29.167511
-14.161542,18,29.212927
-13.438327,19,29.256576
-1.49169,16,29.292452
-30.981891,11,29.329686
-15.837437,13,29.35418
-19.530927,14,29.390904
-28.226352,14,29.420824
-36.67802,21,29.464236
-9.941038,17,29.50965
-24.909697,11,29.542789
-9.606031,14,29.570972
-39.418721,13,29.593995
-9.331934,17,29.630434
0.11944,15,29.669262
-41.975207,10,29.706672
3.019633,15,29.737564
-42.593691,18,29.780784
-14.788402,17,29.811362
-16.717506,13,29.864137
-7.645611,13,29.893053
-25.997475,10,29.940099
-41.768433,18,29.975795
-14.274187,18,30.010271
-36.718251,11,30.031088
-37.277517,12,30.081934
-23.969365,16,30.117555
-29.54786,14,30.143907
-14.402589,17,30.180377
-16.908377,15,30.208186
-41.264454,12,30.255189
-29.103436,12,30.284771
-16.366562,16,30.315409
-27.424941,11,30.336292
-32.428697,14,30.366446
-38.231593,13,30.414016
-24.772044,12,30.435402
-38.056811,22,30.486253
-24.624007,15,30.515055
-36.149454,20,30.575855
-32.974125,13,30.60011
-31.991155,11,30.62955
-36.910124,10,30.649012
-20.629972,15,30.676651
-42.608441,14,30.726866
-46.470542,16,30.764549
7.461881,18,30.799076
-20.629655,17,30.866855
-33.335883,9,30.914168
-45.371174,15,30.941039
-32.870395,10,30.962553
-41.066842,13,30.987738
-43.350084,12,31.009771
-42.142144,14,31.067102
-26.559838,15,31.099606
-24.141759,18,31.13318
-40.051181,10,31.152176
-23.676366,12,31.17354
-16.326453,14,31.204139
-29.340254,16,31.262708
-10.747931,12,31.286057
-22.922959,14,31.313875
-29.559051,14,31.339001
3.376002,15,31.397598
-20.889042,11,31.421423
-22.104058,17,31.45396
-32.090723,13,31.477353
-37.355024,13,31.502068
-46.763823,12,31.553915
-33.628353,13,31.582426
-42.530207,13,31.605921
-28.210933,13,31.630203
-31.36494,15,31.658921
-36.168655,15,31.693146
-40.987874,11,31.713701
-32.258551,13,31.757153
-52.986284,13,31.792033
-33.203117,14,31.820416
-31.659422,12,31.842915
-35.061367,14,31.871536
-22.865138,14,31.914829
-41.973005,15,31.959108
-32.870699,10,31.976642
-32.241413,9,31.996192
-32.38449,16,32.040986
-22.670103,12,32.083908
-34.055992,12,32.105981
-49.723494,15,32.141809
-30.741913,12,32.172083
-33.130067,20,32.226786
-27.920735,12,32.255875
-41.881903,14,32.282946
-23.677113,18,32.321154
-39.241714,13,32.35266
-25.047397,14,32.393652
-40.986584,12,32.42606
-29.406013,17,32.459366
-36.301509,13,32.484003
-44.421229,12,32.510844
-27.316711,10,32.550855
-34.104818,10,32.569283
-23.239661,15,32.60789
-22.052229,17,32.661176
-34.336231,16,32.702542
-41.271236,12,32.726372
-7.536137,13,32.751639
-8.02257,17,32.802579
-10.705043,13,32.842236
8.265996,15,32.871484
-17.038619,11,32.89158
-41.438992,10,32.912857
-26.553007,14,32.939595
-35.849486,10,32.957206
-37.373466,23,33.032572
-12.736679,24,33.088084
-28.332755,14,33.136984
-32.169722,12,33.157817
-26.972674,16,33.18737
-34.889338,14,33.220577
-28.748949,14,33.249694
-36.861925,13,33.295213
-29.267794,13,33.321109
-17.237591,16,33.374562
-31.33567,14,33.417948
13.952915,17,33.460027
-20.82148,15,33.49331
-46.981751,13,33.523368
-35.825256,13,34.455498
-33.532288,18,34.505905
-30.922859,17,34.556633
-21.939904,12,34.59074
-54.039452,17,34.624505
-41.442613,14,34.653518
-18.646109,14,34.68448
-23.872957,15,34.71924
0.566583,18,34.771589
3.408101,20,34.823711
-19.785865,14,34.850462
-23.4956,19,34.892494
-44.688465,11,34.93118
6.290297,16,34.971171
-32.681866,15,35.001481
-28.069506,12,35.028844
-45.517878,18,35.080454
-38.563082,10,35.098404
-36.972831,12,35.133374
-48.972907,20,35.170068
0.622838,20,35.214399
-29.905163,10,35.24344
-17.215953,20,35.299255
-25.084466,11,35.319185
-17.493278,14,35.348161
-39.505146,12,35.373216
-9.318872,16,35.413103
-34.667949,14,35.439177
-17.96171,13,35.479828
-31.0656,14,35.510959
-7.984953,14,35.54184
-28.10258,12,35.572689
-25.209978,16,35.601726
-35.372079,15,35.650685
-22.745315,14,35.677838
-29.346997,14,35.704645
-43.888182,10,35.722536
-19.864961,14,35.749652
-47.269555,12,35.773634
-33.645739,11,35.803632
-35.798333,11,35.823295
-16.5762,16,35.877655
-30.065976,10,35.898305
-32.288537,15,35.924961
-25.22328,10,35.946615
-11.822442,17,35.984126
-31.384364,15,36.036997
-41.405671,9,36.053619
-11.529173,13,36.079239
-24.101814,11,36.106775
-17.867889,13,36.131161
-12.934908,14,36.181834
-21.550618,14,36.207346
-36.329924,9,36.224176
-45.399665,14,36.259169
-28.594179,15,36.313703
-26.402396,10,36.339704
-10.115641,15,36.401707
-49.381893,18,36.436487
-37.170711,19,36.473922
-15.773221,19,36.526827
-29.337182,13,36.550158
-10.934609,14,36.591073
-1.050143,18,36.625487
-36.16837,12,36.651055
-2.038792,16,36.682278
-22.758655,14,36.716693
-8.768508,15,36.743742
-32.716326,12,36.790103
-26.821759,15,36.81971
-14.927731,14,36.848462
-16.827211,19,36.887857
-14.956529,14,36.914956
-46.541017,17,36.947855
-45.238088,14,36.972791
-23.575111,15,37.033207
-31.84793,18,37.070651
6.846206,19,37.105913
-12.563246,18,37.140637
-11.547358,12,37.164523
-41.504097,11,37.185216
-26.052455,15,37.21216
-30.138045,12,37.235519
3.421259,18,37.26915
-33.04904,10,37.296558
-30.392517,15,37.342563
-41.841935,15,37.370501
-40.551993,15,37.408762
-40.11773,15,37.440324
-24.756068,11,37.463199
-30.622895,14,37.504947
-42.228568,13,37.528511
-9.862464,13,37.567915
-22.566284,15,37.596239
3.869052,13,37.620497
-11.92844,13,37.645085
-9.32034,16,37.690777
-27.146426,11,37.730042
-22.569173,14,37.758511
-30.968191,10,37.776755
-27.121504,13,37.804938
-30.325445,17,37.843919
13.827746,19,37.895581
-23.674932,11,37.924117
-26.86619,11,37.944534
-11.495649,12,37.971351
-24.512966,12,38.007872
-32.278564,16,38.050071
-39.479862,14,38.075365
3.197308,16,38.10635
-33.983827,15,38.137928
2.983807,15,38.183987
-17.551323,17,38.225706
-29.253713,16,38.256173
-43.150826,12,38.277885
-24.396528,12,38.308125
-36.254705,14,38.348468
-29.081577,14,38.389373
-22.845172,16,38.421146
-30.79464,15,38.44902
-16.616326,17,38.48142
-8.631493,15,38.524404
-62.414241,19,38.577679
-16.383732,17,38.615095
-44.263244,17,38.654557
-31.240917,15,38.70667
-48.646641,12,38.740071
-9.910204,17,38.775641
-29.706191,11,38.795352
-32.780999,17,38.831666
-14.538374,12,38.875535
-26.128842,14,38.91434
-45.897629,15,38.942051
-37.077341,14,38.97015
-38.561327,15,39.001426
-36.682723,13,39.044096
-28.399467,13,39.082847
-7.640247,13,39.107159
-15.240472,15,39.137913
-26.915726,12,39.161385
-31.614341,18,40.082902
-35.626333,15,40.132125
-36.19114,13,40.160007
-48.871478,20,40.201672
-1.400149,16,40.2366
-11.794612,22,40.305307
-36.388627,7,40.320601
40.575371,16,40.362591
-27.295273,14,40.392814
-31.338263,16,40.478078
-30.870499,11,40.499321
-39.958412,9,40.518305
-39.759149,15,40.549288
-36.267081,11,40.57037
-9.045796,16,40.601669
-6.864486,20,40.641832
-24.688836,11,40.66217
-33.826332,14,40.689069
-43.618185,13,40.714777
-25.430684,13,40.738672
-45.27852,16,40.781385
-18.053466,11,40.803586
-30.260145,9,40.843113
-18.656098,16,40.873079
-11.745558,13,40.901818
-39.82673,12,40.93251
-25.55287,10,40.950529
-37.68635,17,40.992783
1.408552,14,41.024663
-17.41526,19,41.075727
-31.383765,19,41.116649
-15.566229,11,41.144325
-37.815371,12,41.171692
-28.779237,16,41.201132
-15.631531,16,41.247654
-23.762984,11,41.276523
-24.112312,15,41.306745
-6.270096,16,41.341318
-36.879594,15,41.386247
-32.034384,14,41.412559
-43.616051,10,41.443124
-13.78177,19,41.481956
-15.883523,14,41.512319
-44.584683,13,41.550142
17.260697,18,41.597433
-37.197067,15,41.625183
-10.506231,16,41.658489
-27.266756,18,41.694376
-39.558637,11,41.714431
-29.785938,12,41.768792
-31.916064,15,41.796575
-33.979767,10,41.831873
-64.928405,16,41.862505
-24.974405,13,41.891556
-32.916605,9,41.907343
-27.796362,11,41.936231
-13.52422,15,41.984605
-7.115384,15,42.011823
-44.726833,11,42.035926
-31.770217,18,42.069457
-25.080215,19,42.109476
-0.276716,19,42.171853
-56.445027,18,42.208347
-9.142063,15,42.238179
-22.479916,18,42.275899
-36.50854,11,42.317628
-27.779994,16,42.358961
-22.520424,14,42.384957
-12.919217,16,42.416773
-31.490048,12,42.446987
-37.374719,14,42.485708
-24.246748,14,42.525488
-15.486092,18,42.565039
-15.55631,15,42.592238
-25.260083,14,42.619356
-30.579633,15,42.657746
-35.107193,19,42.712097
7.072761,16,42.743116
-18.305726,18,42.783041
-8.429481,17,42.819528
-43.340494,12,42.861313
-4.260565,19,42.904293
-40.254571,11,42.923938
-26.204052,15,42.954063
-37.750659,10,42.974763
-35.045795,12,42.99641
-29.855141,17,43.028324
-33.002167,10,43.066439
6.41541,18,43.113663
-41.952387,13,43.140137
-34.663558,14,43.164877
