#{"t_start": 1700864019.6930764, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-50.177478,13,191.094016
-21.698219,15,191.1365
-18.877941,18,191.178909
-22.993047,14,191.210137
-56.116084,16,191.251569
-45.982493,14,191.296072
-38.214983,9,191.313866
-46.562453,14,191.349241
3.134158,21,191.394963
-25.773962,10,191.416574
-36.108762,12,191.438846
-3.063467,15,191.483302
-37.633983,17,191.527475
-23.965979,14,191.558891
-30.733244,13,191.585256
-30.217406,11,191.605388
-27.157932,14,191.647797
-20.149233,16,191.691451
-12.096318,19,191.734461
-24.159033,12,191.764941
-2.943137,14,191.799884
-22.275352,12,191.836311
-33.83258,10,191.855706
-21.937493,13,191.887817
-25.083508,12,191.918344
1.846333,14,191.949836
-14.927718,13,191.973862
-4.907985,16,192.007795
-10.324721,17,192.04384
-17.228003,15,192.097903
-6.711931,15,192.129682
-48.801171,18,192.167812
-16.433739,13,192.220446
-23.919932,14,192.254169
-44.030333,14,193.115258
-37.05126,12,193.137587
-19.110563,15,193.176442
-25.273654,13,193.204043
-39.259791,14,193.238382
-47.669712,15,193.265905
-37.952777,12,193.303612
-34.204343,11,193.336212
-17.923502,16,193.371594
-25.867202,20,193.429042
-11.731697,15,193.46687
-31.407793,11,193.486851
-28.095567,9,193.505189
-32.732594,13,193.551592
-25.0004,14,193.577453
-26.835526,9,193.606489
-29.030644,15,193.637423
2.117101,22,193.698843
-17.410576,16,193.74362
-38.627437,13,193.77154
-31.190804,12,193.793049
-31.362823,15,193.824699
-27.411142,14,193.864623
-30.608622,10,193.899667
-16.677312,15,193.926509
-3.722652,13,193.953083
-6.617161,18,193.987365
-41.958847,13,194.01325
-29.882414,13,194.048091
-5.116007,13,194.071924
-36.649719,9,194.112416
-8.421794,20,194.151938
-30.91849,15,194.183235
-16.706586,16,194.216658
-36.508746,12,194.240213
-34.985324,15,194.29445
-12.367377,16,194.327754
-10.041057,16,194.358551
-9.960631,16,194.388238
9.529339,15,194.444679
-14.446523,11,194.464561
-45.215116,16,194.499366
-15.921101,21,194.542665
-17.938999,16,194.571928
-39.293067,14,194.622379
23.018836,19,194.667725
-42.977314,13,194.696149
-47.546796,9,194.722644
-23.866515,13,194.748442
-32.901767,9,194.781041
-17.883727,16,194.824309
-34.896345,10,194.843724
-45.232563,17,194.879664
-25.451798,9,194.910191
-7.885662,17,194.962312
-18.259219,14,194.990272
-5.819224,18,195.027243
-25.005859,15,195.063964
-64.924079,17,195.118616
-39.002806,10,195.138024
-32.819624,15,195.169456
-39.876553,17,195.207098
-34.460603,16,195.263775
-29.293748,17,195.297679
-22.732178,16,195.328891
-35.472815,16,195.360533
-50.144243,11,195.381324
-31.469611,16,195.440203
-16.788832,14,195.468136
-12.550689,16,195.504874
-22.211602,17,195.560549
-38.416166,15,195.589636
-24.254019,13,195.613629
-26.937204,9,195.630964
2.274734,19,195.671471
-8.030093,18,195.732667
-35.430383,11,195.759196
-22.534908,14,195.785051
2.834334,14,195.81368
-22.136855,13,195.84039
-23.833259,15,195.89362
-35.260399,10,195.911343
-24.399482,11,195.937706
1.010021,15,195.966283
-33.166428,10,195.985945
10.735386,17,196.016913
-45.814044,13,196.042238
-55.175208,16,196.073396
-43.052442,12,196.125012
-16.104597,15,196.155317
-39.295281,16,196.182259
-37.918579,15,196.210338
-22.839434,13,196.262977
-46.329094,13,196.297841
-16.090909,11,196.31813
-49.297573,13,196.350649
-14.254488,12,196.374299
-29.849809,14,196.417964
-36.764554,12,196.440332
-29.612925,13,196.469731
-21.37908,16,196.505493
-37.096384,10,196.528316
7.732141,18,196.568063
-19.097733,14,196.594833
-12.697453,17,196.644785
-18.771199,15,196.673545
-29.535587,11,196.710911
-19.82101,13,196.738442
-54.846835,13,196.773427
-9.456907,14,196.80094
-4.965672,14,196.832714
-2.587531,14,196.880268
-22.360789,13,196.911782
-26.456485,13,196.94108
-20.013776,15,196.98019
-68.817282,20,197.035882
-34.448462,13,197.060658
-36.941087,9,197.082449
-25.316202,14,197.109125
-28.532824,18,197.142951
-35.579266,7,197.155686
-33.258833,13,197.187383
-0.372594,18,197.246828
-30.926502,10,197.271392
-33.029775,19,197.311284
-27.955436,12,197.333426
-10.485354,17,197.374249
-43.580007,12,197.409257
-23.737043,15,197.450042
0.76202,13,197.478473
-31.184079,15,197.512071
-39.448774,12,197.533763
-31.914633,11,197.567253
-20.832321,15,197.611902
-36.720899,13,197.638839
-17.189224,12,197.661451
-39.409896,13,197.690236
-34.7548,19,197.735524
-24.5664,15,197.779773
-24.698466,11,197.806039
-3.132169,17,197.847121
-1.401697,15,197.887096
-30.232933,16,198.784322
-14.542505,14,198.82419
-18.833838,16,198.856903
-34.837315,14,198.893593
-7.700612,12,198.926921
-25.054112,14,198.95285
-32.819982,11,198.984663
1.174598,16,199.019155
-36.7046,11,199.044961
2.680445,18,199.09216
-26.006799,12,199.113986
-22.718595,19,199.163107
-16.262468,11,199.185303
-14.128531,16,199.216354
-48.840584,18,199.2712
-25.575241,15,199.310058
-30.369831,13,199.333703
-26.62928,14,199.361414
-3.839828,17,199.394791
-26.368204,19,199.449401
-22.119376,14,199.490441
0.703942,17,199.523837
-37.943405,13,199.564527
-43.004059,13,199.606158
-12.900189,11,199.628648
-22.007711,14,199.667104
-7.616437,13,199.700877
-35.113224,9,199.717267
-12.988936,17,199.758231
-5.763126,14,199.803158
1.363739,14,199.831777
-33.711612,16,199.870519
-21.5059,14,199.901829
-31.279148,14,199.928464
3.902778,14,199.972171
-2.099231,15,200.009523
-16.643418,13,200.038556
9.688338,19,200.074423
-57.048374,14,200.119611
-32.40237,8,200.134788
-20.939876,13,200.172018
-33.137406,10,200.190158
-0.254238,13,200.21636
-32.289156,14,200.242117
-8.133092,14,200.26851
-20.91303,18,200.316382
-43.944838,12,200.338784
-34.470135,13,200.386785
-26.20181,10,200.410156
-35.447774,12,200.43217
-41.785675,15,200.462904
-49.694109,14,200.490395
-37.517315,20,200.554729
-17.800835,13,200.584476
-40.468074,11,200.606768
-17.969188,14,200.632113
-35.363913,13,200.65842
-39.555143,18,200.692481
-41.66545,11,200.715578
-20.188969,14,200.740785
-22.213935,14,200.79026
-44.995643,14,200.823685
-43.397358,12,200.850043
-2.221291,14,200.90471
-23.114292,11,200.924354
-44.376694,11,200.947505
-29.079817,12,200.969566
-15.038312,14,200.996315
-6.771848,15,201.035631
-35.304799,14,201.083204
-12.576773,14,201.114622
-11.403282,19,201.151104
-37.052429,18,201.183946
-35.502588,14,201.209711
-34.608608,10,201.228355
-4.089844,15,201.256438
-48.989574,15,201.287659
-26.16489,13,201.340338
-48.225476,13,201.364639
-26.099496,14,201.393627
-29.352689,15,201.422085
-10.903468,15,201.45476
-21.74125,16,201.490219
-25.823548,13,201.514044
-7.246912,16,201.556618
-25.258773,14,201.596474
0.711985,14,201.628923
-26.957292,15,201.657909
5.020597,18,201.705328
-11.130094,16,201.752394
-34.670127,12,201.774233
-15.37558,21,201.811807
-15.333129,16,201.852914
-23.205977,14,201.898303
-12.848907,16,201.930583
-9.75942,14,201.961541
-15.469493,15,202.00448
-26.017107,15,202.048605
-36.454313,17,202.083799
-7.276274,17,202.117282
-17.772758,18,202.15269
-38.727178,12,202.176793
-8.162853,15,202.213135
-27.313959,13,202.246173
-17.428699,14,202.27938
-36.182109,13,202.318393
-40.781624,13,202.342623
-23.432833,14,202.385188
-33.113102,12,202.411164
-23.602027,10,202.433541
-30.826374,10,202.453415
-35.262604,14,202.497744
-32.91624,12,202.538468
-33.997764,12,202.562012
-25.579945,15,202.592993
1.027374,15,202.624904
-4.315978,14,202.663477
-13.283383,12,202.704821
-31.147349,14,202.734882
-19.128908,12,202.755964
-50.15541,13,202.786164
-28.881395,16,202.841647
-48.711168,17,202.874148
-26.132256,15,202.903503
2.519817,16,202.934971
-42.831647,12,202.957695
-29.272322,11,202.983786
-17.435696,15,203.014905
-22.551285,15,203.071937
-24.677499,13,203.09687
-19.659885,16,203.133342
-16.988541,15,203.165438
-20.191454,18,203.203789
-24.332018,14,203.251199
-25.567799,13,203.2861
-3.367829,20,203.324945
-13.466937,15,203.354025
-21.883385,18,203.409194
-42.032284,12,203.44611
-11.919223,16,203.479315
-23.577123,13,203.503994
-19.308985,12,204.402589
-17.03733,20,204.440179
-35.867385,12,204.464472
-27.847954,9,204.503223
-17.243976,15,204.543272
-31.210507,9,204.559521
-40.830982,8,204.57441
-30.240336,12,204.597903
-34.873399,13,204.642313
-45.952424,18,204.688517
-18.716863,13,204.713516
1.660372,16,204.744144
-9.783129,14,204.769851
-25.114043,9,204.803888
-29.612568,10,204.822493
26.155539,15,204.867193
-28.434623,11,204.888909
-43.657245,10,204.908653
-37.906687,13,204.931738
-37.928937,14,204.958719
-47.042547,17,204.991469
-23.745365,15,205.019505
-39.687099,12,205.058491
-5.870592,13,205.082635
-36.144404,12,205.123249
1.385931,17,205.160944
-41.923898,15,205.189992
-19.123558,12,205.212999
-38.093786,15,205.24232
-79.15914,18,205.287723
-37.940635,8,205.320368
-42.931069,19,205.362067
-41.212911,16,205.392339
-19.023478,13,205.422467
-20.979396,17,205.454034
-35.592448,12,205.497448
-22.596467,13,205.528701
-37.678765,10,205.547139
-15.050309,21,205.592695
-19.53861,15,205.64179
-38.356684,13,205.664705
-31.622126,13,205.70065
-53.290571,16,205.731279
-27.717787,12,205.777651
-23.709019,12,205.800864
-23.513818,15,205.839624
-40.709908,13,205.868147
-14.103097,16,205.901262
-19.186575,17,205.956563
-10.643026,14,205.998145
-28.457266,13,206.026635
-29.968187,11,206.049866
-35.093189,13,206.11075
-12.476854,16,206.151432
-18.697712,16,206.195849
-32.550527,11,206.245357
-42.702998,13,206.27018
-31.370567,11,206.29769
-37.832052,16,206.333754
-47.697381,15,206.366516
-2.471245,13,206.407436
-15.759461,14,206.433376
9.014154,14,206.471493
-13.934092,16,206.502437
-39.438586,14,206.534404
-12.061022,16,206.579053
-14.008999,12,206.601177
-38.088495,9,206.631167
-39.320905,8,206.645405
-42.239689,14,206.673481
-37.648907,15,206.704005
-27.659268,14,206.747223
-29.027454,17,206.793207
-16.415303,12,206.815038
-41.354534,15,206.844055
-26.59363,17,206.878385
-33.480966,16,206.922953
-21.107709,15,206.969662
-21.183452,14,206.997692
-32.76582,16,207.03001
-33.767821,12,207.051586
-12.816562,19,207.118469
-38.065542,13,207.142808
-32.878523,10,207.171714
-38.796404,13,207.198516
-27.023873,16,207.229197
-35.430718,9,207.252416
-37.999983,14,207.298559
-11.922225,12,207.334256
-44.470711,15,207.363667
-46.025409,16,207.397736
6.36075,15,207.428528
-37.142036,11,207.46401
-33.407101,13,207.505076
-12.286573,16,207.533541
-26.852098,11,207.55442
-18.246871,16,207.602371
-36.973228,20,207.652569
-19.38051,11,207.691054
-42.212767,12,207.714484
-32.701314,12,207.754246
3.478731,18,207.790611
-15.677113,15,207.820248
-45.765308,17,207.86945
-30.502768,13,207.911504
-32.631847,14,207.938615
-22.431857,14,207.965098
-52.860488,17,207.999604
-34.870484,9,208.023515
-42.009305,14,208.057925
-47.913201,13,208.086326
-12.25991,14,208.113726
-28.378714,12,208.145898
-47.932409,11,208.174886
-37.76774,14,208.225353
-28.654658,13,208.24947
-32.98355,14,208.280824
-13.669796,14,208.310804
-41.985237,16,208.351692
-15.945748,14,208.405523
-48.202041,17,208.450385
-18.054717,13,208.484086
-34.954336,9,208.502554
-14.359842,16,208.55896
-36.447654,13,208.597036
-30.331943,13,208.628372
-31.205074,11,208.654983
-38.284768,13,208.679392
-39.484482,12,208.717367
-35.459165,12,208.75206
-30.07436,10,208.770483
-13.051863,14,208.798533
-30.964241,14,208.832196
-18.812302,12,208.87659
-32.870715,11,208.898682
-12.326167,12,208.928133
-2.90579,16,208.959373
-60.824614,16,208.98983
-2.858052,18,209.028756
-33.208019,10,209.047699
-30.161859,10,209.090301
-23.290274,13,209.119095
-31.431289,12,209.141701
-10.647677,15,209.182425
-14.685144,10,209.224814
-29.279861,11,209.251029
-41.424939,8,209.266782
-6.000392,16,210.115961
-33.398074,12,210.151131
-37.647199,12,210.175926
-30.078737,14,210.202103
-25.644002,11,210.23097
-26.278356,12,210.265122
-22.345951,14,210.290948
-0.428326,16,210.334609
-31.966753,14,210.363176
-26.270764,18,210.399703
-46.076756,18,210.44802
-28.597504,9,210.480191
-47.374813,16,210.514005
-22.566334,16,210.544123
-42.054942,14,210.571165
-34.793343,11,210.593292
-36.116358,21,210.632429
-38.394167,10,210.66316
-25.970654,21,210.72377
-35.224866,15,210.75312
-10.359135,16,210.784736
-22.496556,14,210.811961
-43.763807,14,210.849166
-14.522997,14,210.894684
-45.680672,14,210.922814
-40.610566,12,210.956977
-33.308368,8,210.971314
-39.245042,12,211.016342
-12.906216,16,211.047738
-7.751223,14,211.072214
-24.899334,13,211.098963
-25.481636,16,211.137525
1.771751,17,211.193651
-28.154062,18,211.2364
-22.82036,16,211.26648
-10.670123,15,211.318039
-19.968803,15,211.358195
-10.210895,16,211.387189
-45.10899,12,211.411261
-27.293527,12,211.434167
-17.380253,19,211.488441
-10.585436,15,211.528885
-30.568955,15,211.556889
-18.675573,13,211.581162
-26.116329,11,211.602425
-53.634716,20,211.641212
-35.668565,16,211.68795
-24.434757,15,211.731931
-31.404946,10,211.750907
-29.338392,20,211.789611
-27.76293,16,211.818876
-49.15615,14,211.844825
-21.208428,12,211.880746
-16.757526,14,211.926264
-44.920169,12,211.948021
-26.591261,14,211.975832
-41.128436,17,212.008775
-30.319135,11,212.03871
7.384926,16,212.092571
-50.089435,14,212.117784
-30.771721,14,212.144998
-28.397952,16,212.178031
-26.199691,12,212.204454
-35.388851,10,212.223133
-19.441044,14,212.27606
-31.988854,11,212.304294
-33.704595,10,212.322467
-32.159099,14,212.350597
-40.756799,15,212.380622
-49.575064,19,212.417411
-29.189488,11,212.46028
-20.299855,17,212.502598
-31.112774,13,212.526128
-5.669263,13,212.551684
-19.804942,15,212.59945
-11.296564,15,212.640091
-48.017793,17,212.671814
-24.457589,13,212.695608
-21.295876,12,212.718965
-27.524398,17,212.751274
-36.346663,14,212.796293
-16.527144,16,212.840393
20.506515,16,212.870558
-2.870004,15,212.900389
-28.646226,12,212.922242
-33.939651,12,212.960383
-42.948393,12,213.00137
-46.900959,11,213.021466
-35.714602,22,213.063163
-34.045236,22,213.105143
-22.179046,14,213.131064
-19.445494,13,213.164905
-21.884071,13,213.209731
-41.54368,17,213.248287
-29.449548,14,213.270948
-9.548791,21,213.333767
-24.525972,19,213.38354
-10.798861,18,213.421967
-34.8622,9,213.43971
-37.613622,9,213.477785
-23.702641,13,213.518198
-40.485556,11,213.539129
-41.673231,14,213.568424
-16.24394,15,213.617067
-26.645211,16,213.663137
-46.963718,14,213.691243
-46.348181,12,213.715893
-25.097992,16,213.753058
-14.739695,14,213.785834
-39.377361,12,213.810614
-23.437275,16,213.865992
-30.400283,12,213.894562
-15.111781,15,213.926068
-27.627762,10,213.950952
-12.466038,17,214.000668
-32.228462,15,214.029109
-31.315793,17,214.078008
-39.086112,11,214.118219
-31.035822,13,214.148525
-25.013939,16,214.181777
-35.007798,16,214.236695
-17.445593,17,214.273384
-25.498551,13,214.298411
-28.081724,16,214.330329
-35.131539,10,214.360823
-29.690524,14,214.406209
-27.979133,12,214.429297
-24.178518,16,214.47048
-28.536482,11,214.498852
-26.460597,15,214.529656
-38.779353,12,214.551356
-44.978001,16,214.596782
-45.34606,13,214.636484
-36.94398,13,214.665311
-37.28099,13,214.691221
-14.325386,14,214.716501
-24.990834,14,214.743188
-37.504051,18,214.777536
-27.406415,12,214.810371
-34.293318,14,214.860507
-23.351565,12,215.804179
2.216334,16,215.845064
-37.016032,11,215.865998
-41.308372,17,215.902748
-27.381296,14,215.933482
-8.176838,16,215.98051
-35.946304,14,216.016069
-12.984731,17,216.052103
-9.642282,21,216.10015
-28.623791,16,216.142179
-43.066538,17,216.188013
-6.206854,14,216.219037
-29.566386,12,216.241858
-17.855796,22,216.297502
-38.422022,16,216.344602
-32.301561,12,216.366795
-35.748785,11,216.392769
5.87806,14,216.427608
-29.49616,11,216.447369
-5.750543,18,216.485255
-28.811854,15,216.535254
-26.321386,13,216.570013
-35.651204,10,216.589418
-14.578291,13,216.613093
-15.447309,22,216.676322
-40.559268,11,216.707053
-24.246607,15,216.737561
-33.418537,11,216.778529
-8.314659,15,216.806563
-23.260736,15,216.845768
-39.517292,18,216.880257
-11.635148,15,216.909948
-4.176469,17,216.956673
-47.978339,17,217.007232
-30.072576,11,217.029528
-25.113886,12,217.051701
-32.931721,15,217.094621
-31.060879,11,217.135189
-35.608388,13,217.161371
-25.931698,17,217.193723
-28.188389,16,217.222942
-41.266379,15,217.262598
-27.835469,19,217.319173
-4.496312,14,217.347955
-29.818474,16,217.378388
-5.510976,15,217.412183
-15.253872,12,217.462881
-33.320511,13,217.487983
13.76541,17,217.522168
-17.121249,15,217.553723
-6.598823,16,217.588493
-10.374765,13,217.637585
-34.500927,13,217.667315
-28.175028,12,217.689693
-21.966392,15,217.720998
-26.422951,15,217.749888
-32.568944,12,217.802854
-24.165163,13,217.826748
-28.638376,10,217.849035
-15.102696,13,217.873343
-16.769469,16,217.903706
-14.03066,18,217.963521
-4.789881,21,218.01219
-27.136482,16,218.045074
-21.072554,12,218.075098
-49.677882,18,218.128263
-30.645622,18,218.168067
-17.644362,14,218.193933
-56.584422,14,218.223313
-38.897081,18,218.262222
-33.003047,13,218.309071
-26.643852,16,218.343227
-44.137011,12,218.372207
-16.218077,15,218.399884
-41.639477,11,218.448606
-20.627448,19,218.488896
-20.554122,14,218.519719
-31.739429,15,218.554374
-34.20788,16,218.603177
-34.380831,18,218.646609
-18.434674,14,218.673981
-39.069365,11,218.694201
-43.952396,13,218.718664
-43.414909,14,218.745577
-43.589571,17,218.798107
-47.680515,13,218.824531
-30.717506,11,218.859382
-6.06364,17,218.907984
-30.15245,17,218.954375
-43.585321,13,218.980347
-3.942701,14,219.006659
-37.782935,12,219.032289
-17.149943,15,219.064179
-30.222848,11,219.089132
-40.229625,12,219.113625
-22.362254,14,219.14338
-31.316022,17,219.178416
-13.129067,18,219.242435
-25.183442,15,219.27706
-25.428861,14,219.305018
-19.029246,14,219.336376
-40.00621,13,219.382538
-28.47351,18,219.426097
-36.440135,12,219.456287
-37.791543,15,219.486042
-16.111388,12,219.516121
-36.732993,17,219.568747
-40.928027,20,219.61706
-25.307194,11,219.642726
-44.378156,13,219.669881
-14.817014,16,219.708507
-34.550259,17,219.749758
-12.293129,15,219.776461
-43.465751,13,219.80868
-15.549055,15,219.846148
-27.942248,15,219.88148
-38.897304,11,219.920858
-31.514687,12,219.944389
-41.635802,20,219.995593
-32.358798,16,220.026215
-19.520353,16,220.066568
-18.32746,15,220.109027
-35.969188,11,220.139015
-9.805689,16,220.170727
-1.608752,18,220.206328
-30.333703,16,220.245822
-7.928163,15,220.292098
-40.389088,11,220.313892
-23.883122,14,220.344902
-27.336262,13,220.375259
-16.283744,13,220.407069
-10.907965,13,220.43129
-5.64517,13,220.480145
-16.970432,13,220.506836
-37.004053,12,220.530707
-25.002701,17,220.566765
-1.900967,17,220.602471
-19.595795,15,221.488016
-25.327303,12,221.511378
-6.904423,15,221.542654
-40.970461,11,221.569507
-51.219052,15,221.621285
-28.04585,10,221.64
-44.246205,11,221.668336
-9.627521,15,221.698899
-33.244012,12,221.720326
-12.30554,15,221.748264
-7.182302,17,221.799026
-27.034819,9,221.831001
-24.773869,11,221.851836
-27.228064,14,221.878563
-43.482165,17,221.911684
-11.405074,16,221.957891
-34.277838,16,222.003232
-31.976331,14,222.031365
-12.223626,18,222.077624
-27.109442,11,222.097612
-22.709964,19,222.153121
-27.74279,14,222.183825
1.060247,17,222.223517
-22.778354,10,222.268758
-33.772412,13,222.295084
-35.681165,14,222.321728
-22.377516,19,222.363758
-22.868259,12,222.413633
-49.095697,15,222.446027
-25.013743,16,222.503894
-59.848397,12,222.528634
-22.326975,15,222.556492
-33.867711,8,222.573954
-23.899292,15,222.634047
-6.832534,14,222.663656
-43.712127,15,222.69173
-37.088827,12,222.715983
-31.517905,12,222.744716
-33.670862,15,222.799954
-32.527262,12,222.822505
-33.993267,12,222.846266
-2.916678,17,222.881548
-36.981113,12,222.931651
-31.972313,13,222.955753
-36.63813,10,222.978924
29.196771,22,223.021948
-32.012612,15,223.051311
-29.246843,11,223.096151
-2.978049,16,223.136299
-20.669734,12,223.158288
-10.725088,13,223.184604
-35.351637,18,223.218483
-7.098124,18,223.271216
-31.300443,10,223.30399
-26.857221,16,223.33536
-27.352233,14,223.36063
-24.32672,13,223.386909
-39.391609,16,223.430718
-33.843443,17,223.483926
-33.952657,13,223.511317
-39.175047,9,223.528008
-24.371888,11,223.551482
-17.575756,12,223.580873
-14.430781,20,223.642739
-10.472915,14,223.673203
-31.439383,16,223.702276
-33.993174,11,223.726951
-30.60006,16,223.759525
-37.560708,11,223.807949
-18.354692,13,223.831538
-36.719044,11,223.858245
-32.465597,10,223.903767
-34.73432,12,223.928574
-6.356336,12,223.964988
-35.96155,13,224.012966
-20.488222,12,224.052865
-28.549926,19,224.107806
-29.834672,19,224.171981
-6.86905,15,224.231541
-30.213925,15,224.287893
-17.992533,14,224.319788
-27.860004,16,224.361168
-22.42265,15,224.417382
-32.472578,19,224.455721
-31.424718,11,224.475926
-42.83203,13,224.503029
-28.720283,11,224.530662
-39.624634,10,224.549437
-29.007755,10,224.606861
-25.737426,12,224.657024
12.404834,18,224.722685
-26.261349,10,224.748816
-46.346998,16,224.827871
-32.950713,18,224.895411
-34.514288,15,224.954641
-35.75013,12,224.984866
-5.450151,11,225.021579
-23.286971,14,225.056524
-24.514591,14,225.115324
-36.010992,12,225.161852
-33.96404,14,225.201768
-14.366027,12,225.238153
-18.026653,14,225.279959
-29.796932,16,225.333525
-19.225544,15,225.386859
-26.82471,12,225.445829
8.850306,14,225.512665
-32.619016,12,225.568025
-37.103209,13,225.622951
-32.824421,12,225.685228
-46.01952,10,225.78258
-18.689085,18,225.868464
-43.332658,15,225.936489
-26.515809,10,225.998649
-11.140151,13,226.043208
-33.215983,9,226.077142
-30.949246,13,226.131542
-37.695064,15,226.204803
-37.405302,9,226.24327
-30.478956,15,226.337667
-24.741589,14,226.380679
-36.797759,11,226.426301
-29.007797,14,226.462402
-41.118019,12,226.502605
-18.633511,12,226.545462
-29.512208,12,226.575144
-43.007921,17,226.636393
-33.071327,11,226.667496
-20.579482,16,226.714337
-4.111608,15,226.766396
-40.493896,10,226.8038
-32.093755,13,226.842592
-24.248609,12,226.868071
-32.8797,14,226.922876
-26.9627,19,226.981152
-32.309535,14,227.011499
1.202774,16,227.052696
-35.00083,17,227.113632
-34.691419,10,227.149697
-47.320938,15,227.18474
-31.012647,11,227.210295
-15.536647,21,227.254035
-31.36107,11,227.288294
-41.816996,20,227.441608
-33.511943,14,227.501873
-44.701817,16,228.569262
-16.599892,17,228.604168
-33.137902,18,228.663927
-37.022343,11,228.68869
-24.678877,15,228.74539
-25.226986,15,228.773068
-12.475934,14,228.80432
-35.98373,13,228.830352
-7.864953,14,228.885671
-36.404491,11,228.90569
-46.94199,15,228.940778
-46.885577,14,228.975119
-31.15436,9,229.011699
-27.870436,12,229.034006
-37.492756,10,229.059337
-33.250707,11,229.080578
-30.242568,14,229.108696
-39.664079,10,229.134429
-40.679222,13,229.178629
-49.150754,15,229.205782
-35.254096,12,229.2349
-37.779804,17,229.266405
-30.420799,18,229.300717
-43.109237,12,229.329393
-32.043628,12,229.351682
-41.833867,12,229.401843
-33.549769,12,229.42624
-48.248617,11,229.489135
-49.673212,13,229.516945
-37.418269,17,229.574756
-33.836076,14,229.617954
-31.241489,13,229.656927
-32.553385,16,229.747793
-47.605988,15,229.855567
-18.881659,17,229.919988
-14.377415,18,229.987354
-52.656024,14,230.038702
-41.691461,11,230.062838
-1.420622,14,230.110638
-40.061359,17,230.153823
-39.607663,10,230.203589
-28.820807,11,230.226369
-15.9041,14,230.269804
-46.76613,12,230.330241
-24.916279,17,230.406037
-13.012787,19,230.506804
-17.22601,14,230.544964
-22.792729,13,230.588656
-23.702019,17,230.631233
-24.636092,18,230.733499
-11.781228,17,230.794156
-41.482533,11,230.815227
-46.632437,11,230.865914
-37.139248,11,230.922797
-24.265916,13,230.961962
-17.303085,13,231.003594
-12.638351,14,231.073339
-46.771529,15,231.11916
-26.437808,16,231.15183
-48.029907,16,231.215979
-9.9771,13,231.26895
-37.017784,14,231.338514
-5.13576,15,231.376452
-34.505631,13,231.40354
-42.263857,19,231.443231
-29.324087,11,231.477746
-14.992093,16,231.540231
-7.009154,15,231.583462
-36.774378,18,231.628857
-39.876828,14,231.661245
-12.545744,14,231.708297
-39.934621,12,231.733801
-30.23526,18,231.800168
-44.593497,10,231.822306
-14.025618,14,231.861279
-14.292171,15,231.912549
-8.103385,12,231.94514
-37.705709,15,231.978315
-19.772695,17,232.018816
-27.907923,10,232.047295
-14.862156,17,232.102892
-48.033359,10,232.148726
-8.322874,18,232.186923
-14.771442,18,232.220071
-24.385461,17,232.26343
-38.264105,15,232.310495
-38.937123,11,232.330972
-29.971863,16,232.363716
-32.291705,14,232.391375
-30.292955,18,232.44024
-33.522443,9,232.471918
-10.753764,15,232.510761
-18.466732,15,232.537104
-34.622175,17,232.568674
-16.745632,20,232.634415
-38.383351,11,232.66125
-26.649061,15,232.718091
-22.819488,17,232.81873
-20.736287,14,232.88205
-3.266222,14,232.950532
-26.031473,17,233.031323
-35.709216,8,233.061941
8.839999,15,233.09884
-5.948332,15,233.129145
-34.280558,13,233.160976
-27.080154,18,233.217424
-14.74984,20,233.27917
-1.10662,15,233.319681
-53.551707,15,233.365454
-28.291949,15,233.392361
-25.082928,12,233.425715
-29.807465,11,233.448308
-27.902321,13,233.475127
-19.862551,14,233.511675
-19.797021,14,233.5549
-16.420683,16,233.604879
-26.227877,14,233.633845
-24.385693,16,233.672272
-36.576896,10,233.692837
-20.187272,17,233.764454
-26.246295,13,233.791128
-56.442509,22,233.86281
-5.549264,14,233.890218
-35.119281,14,233.927339
-15.96288,15,233.979261
-47.739714,15,234.035177
-32.288608,13,234.073339
-6.001562,16,234.119313
-29.461634,13,234.159533
-30.167886,11,234.202257
-45.62565,14,234.234618
-30.008851,9,234.258481
-22.144892,12,234.288826
-19.034743,16,234.335261
-46.501215,13,234.361997
-22.844546,14,234.439784
-32.077649,10,234.469494
-41.164311,14,234.505028
-30.144439,11,234.527788
-20.033287,12,234.552048
-44.121351,13,234.602753
-1.595527,15,234.644165
-31.36681,16,235.692073
-30.534827,15,235.720856
-31.571051,11,235.759298
-24.445919,17,235.803478
0.818038,13,235.829661
-33.719657,15,235.894008
-31.229801,15,235.935503
-43.087938,14,235.964324
-31.694611,15,236.002993
-28.705019,10,236.042625
-33.943116,8,236.084213
-25.184505,15,236.113243
-38.258558,14,236.148111
-28.615971,14,236.204946
-21.343856,14,236.23886
-35.20004,12,236.271753
-19.938218,13,236.296326
-16.444263,17,236.339614
-32.062828,13,236.376534
-14.972895,18,236.41828
-25.828725,12,236.447042
-34.869741,17,236.489054
-12.201806,15,236.535285
-31.730682,14,236.559599
-51.109656,12,236.592773
-38.57067,13,236.623687
-31.755028,13,236.669554
-19.059107,15,236.700985
-18.891039,16,236.741541
1.264945,15,236.773378
-35.248553,13,236.816132
1.083775,15,236.858256
-32.370567,14,236.886686
-15.352238,13,236.910728
-10.091907,15,236.940068
-36.973682,12,236.978636
-19.300351,14,237.022508
-25.30251,13,237.046952
-26.068622,18,237.082058
-21.406318,15,237.111169
-34.57199,21,237.165313
-23.912038,16,237.213885
-37.494185,20,237.276375
-6.886039,15,237.303738
-15.473661,15,237.34907
-36.99187,16,237.382741
-20.241014,12,237.409135
-32.65349,8,237.424628
