#{"t_start": 1700864019.6930764, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-35.684661,15,3.957983
3.048503,14,3.986158
-31.294836,15,4.014517
-2.676004,13,4.038033
-23.943614,21,4.09289
-42.381977,13,4.144527
-37.976784,16,4.175257
-28.52214,13,4.206595
-28.43754,17,4.240164
-22.853809,14,4.267456
-60.317004,13,4.296354
-13.678503,12,4.318526
-37.777441,17,4.373606
-34.962941,12,4.405664
-4.044631,19,4.444393
-10.967954,15,4.472752
-12.6247,17,4.522293
-25.476918,11,4.554148
-12.652353,16,4.584692
-17.98539,15,4.615832
2.723853,13,4.661349
-32.397775,15,4.706258
-32.556497,24,4.771215
-30.912149,16,4.80816
-28.151492,20,4.853231
-23.673714,15,4.884965
-47.288923,13,4.912626
-44.410139,12,4.936479
-33.734651,12,4.963641
-7.466481,12,4.993294
-5.824801,16,5.039552
-24.170284,15,5.07467
-5.077961,15,5.119921
-15.772125,17,5.156491
-20.462429,17,6.022268
-30.260529,17,6.061017
-41.453933,11,6.089087
-20.280489,12,6.116097
-28.218423,12,6.155573
-25.9974,13,6.18128
-13.626625,17,6.223984
-21.101921,12,6.248332
-0.206759,13,6.280174
-7.502858,17,6.328428
-38.897276,13,6.35339
-38.648887,12,6.391808
-20.821706,13,6.432839
-18.696449,12,6.45926
-36.044148,9,6.476705
-26.769781,11,6.51249
-38.59602,11,6.533331
-40.379797,16,6.575932
-33.213327,14,6.627308
-25.923775,10,6.649667
-44.77336,15,6.676794
-35.244571,16,6.708313
-16.689436,15,6.742017
-31.58001,10,6.787823
-47.950855,11,6.807216
-28.289915,12,6.831447
-33.14666,14,6.863311
-30.04179,14,6.91636
-20.190885,16,6.950611
-27.566962,12,6.973544
-26.104488,16,7.004477
-11.480966,15,7.035341
-72.780363,22,7.104461
-27.063583,14,7.133317
-30.493146,14,7.188994
-36.866334,11,7.208528
-29.908365,12,7.235863
-29.882278,12,7.259
-30.268417,14,7.286877
-28.792317,17,7.318614
-6.548543,13,7.342471
0.638307,18,7.403383
-39.660282,14,7.436039
-35.393097,14,7.488831
-35.703549,11,7.5175
-38.112896,11,7.537655
-19.623515,17,7.570107
-28.086405,11,7.606007
-24.398781,16,7.646803
1.286558,21,7.68929
-19.358749,16,7.722578
0.164348,14,7.747952
-14.633973,15,7.788765
-30.61169,14,7.83255
-21.498454,13,7.858572
-44.016442,20,7.896932
-35.298217,13,7.922812
-34.438299,10,7.941632
-11.16091,15,7.981263
-23.165181,18,8.036634
7.69899,15,8.067042
-42.288427,12,8.090637
-26.239797,19,8.133304
-23.046086,11,8.153468
-51.619759,14,8.205594
-10.512427,20,8.243075
-42.151062,18,8.281975
-27.905007,11,8.331307
-5.812974,15,8.360238
-45.376419,10,8.378843
-32.812627,12,8.403076
-30.579228,10,8.422861
-34.233852,13,8.44661
-2.544368,15,8.501837
-12.274624,19,8.544286
-3.007663,18,8.584445
-26.630572,21,8.653263
-29.785157,15,8.680069
-29.130515,12,8.705407
-29.684332,17,8.745735
-5.102194,19,8.803697
-45.013961,11,8.835349
-40.939212,14,8.863333
-25.375868,14,8.888724
-25.411401,18,8.944287
-2.468455,17,8.992966
-28.929582,10,9.032188
-11.77403,15,9.073843
-33.071661,17,9.105814
-16.866991,13,9.130814
-12.311221,13,9.154997
-50.975666,15,9.198541
-46.690066,18,9.249225
-27.133722,12,9.272866
-16.731887,17,9.304643
-47.704285,10,9.323085
-47.89627,22,9.397824
-21.630652,14,9.423441
-19.675689,15,9.45377
-13.912698,12,9.476847
-27.963983,13,9.502065
-1.264484,20,9.541146
-40.273604,12,9.574081
-45.407245,14,9.598532
-22.74479,13,9.626903
-37.97938,14,9.669972
-29.990999,13,9.693339
-36.703329,12,9.72618
-24.176508,12,9.754507
-23.218131,16,9.806974
-36.655194,9,9.82357
-13.631085,16,9.860659
8.386887,19,9.898236
-19.273979,14,9.9268
-31.676655,12,9.97339
-4.993184,12,10.007623
-30.624917,11,10.028006
-39.108017,16,10.058655
-8.635962,13,10.112126
-14.709567,17,10.15104
-10.495176,18,10.185182
-15.326766,17,10.218707
3.396893,13,10.243377
-32.836787,11,10.263907
-23.716402,11,10.286047
-27.243091,22,10.338594
-46.216753,11,10.367445
-18.330285,15,10.416585
-33.203532,14,10.445722
-37.475659,12,10.469431
-40.961092,11,10.492863
-32.839861,12,10.518518
-28.300186,14,10.565338
-26.958754,13,10.596759
-37.63582,14,10.624382
-22.404834,13,10.656416
-25.951588,15,10.692717
-34.195862,16,10.730536
-3.075023,18,10.789274
-20.180631,15,10.822798
-37.321483,14,10.854712
-41.77,12,11.724823
-22.712077,14,11.768012
-30.732666,14,11.797204
-24.122389,14,11.822217
-40.872193,10,11.841327
-9.141267,17,11.872707
-10.33435,12,11.895148
-32.604017,11,11.914876
-9.346047,18,11.948866
-48.02297,17,11.989343
8.64111,14,12.040071
-31.610255,15,12.072031
-33.036286,13,12.095896
-12.852726,13,12.122978
-28.969872,14,12.152897
-37.828735,7,12.167274
-38.464718,12,12.219922
-25.907096,12,12.24864
-47.476785,11,12.273878
-43.9468,19,12.310252
-6.621933,18,12.345376
-34.432379,18,12.379161
-36.551833,11,12.402823
-29.764391,10,12.423743
-33.736616,17,12.458431
-6.431548,17,12.501228
-21.239281,12,12.542887
-36.494292,12,12.565271
-14.285106,18,12.601351
-9.332835,18,12.643641
-28.648702,11,12.690261
-43.761087,14,12.724493
-9.220273,14,12.751918
-18.546696,12,12.796432
-46.852792,14,12.834512
-32.109648,12,12.859888
-25.82501,12,12.882083
-44.454253,15,12.912558
-13.041889,16,12.958585
-21.635102,14,13.006642
-32.345058,18,13.049691
-43.898184,14,13.097638
-31.812506,13,13.123734
-15.743021,19,13.171044
-26.146942,15,13.220045
-32.166378,13,13.244981
-31.232898,13,13.273828
-21.662881,17,13.309068
-10.51084,15,13.341512
-31.978581,12,13.384618
-36.929692,15,13.413011
-22.642055,11,13.441285
-29.933944,9,13.460116
-5.962173,14,13.485649
-12.729331,12,13.510478
-34.688131,15,13.540488
-26.450097,11,13.584787
-25.885488,16,13.614269
-25.010147,10,13.643318
-31.176248,11,13.665905
-32.573003,17,13.705402
-35.080458,11,13.725413
-43.268144,15,13.770497
-23.307989,16,13.812138
-8.014816,18,13.848409
-45.014215,14,13.87613
-26.741181,15,13.920665
-13.230978,14,13.964124
-12.56344,17,13.994398
-36.675645,14,14.020873
-27.385946,14,14.047498
-23.964398,15,14.092408
-26.438382,11,14.127928
-22.732399,18,14.163774
-35.41958,9,14.180781
-12.771621,16,14.20948
-36.683952,11,14.232484
-20.320598,14,14.258228
-22.797774,15,14.312983
-43.852064,15,14.344372
-22.756101,11,14.367526
15.936595,23,14.41124
-32.74369,11,14.458117
-34.88565,13,14.482685
-36.846193,12,14.511016
-30.097085,16,14.541111
19.751151,23,14.587007
-33.869906,16,14.641423
-31.849258,20,14.686582
-44.742979,10,14.707127
-3.648413,17,14.738741
-39.432165,13,14.769843
-31.80156,13,14.793168
-24.980469,13,14.835716
-36.656461,9,14.862632
-13.119712,15,14.889146
-32.83219,9,14.913343
-18.518564,11,14.935659
-7.502792,16,14.965036
-42.351963,11,15.003062
-14.281776,15,15.041183
-15.397446,14,15.070385
-23.906231,13,15.096705
-31.634562,12,15.122659
-39.706898,16,15.15273
-43.308551,15,15.181566
-39.687473,14,15.234532
-41.258803,15,15.260422
-37.631773,16,15.293855
-29.510225,10,15.313758
-31.676575,14,15.340028
-35.89097,10,15.359156
-28.790317,10,15.405633
-18.09002,13,15.437459
-29.0334,16,15.466553
-3.935059,16,15.500741
-49.228706,14,15.552205
-18.662863,19,15.596855
-18.472047,18,15.632856
-46.484836,17,15.665759
-34.793591,15,15.715202
-27.444473,11,15.74772
4.503168,19,15.790782
-26.80116,15,15.819068
-29.264479,19,15.861284
-11.866005,16,15.902828
-8.724376,13,15.947619
-29.00615,15,15.974089
-11.851862,12,15.999664
-32.349563,16,16.043151
-14.045737,18,16.084819
-28.492066,18,16.127762
-32.418358,12,16.154911
-41.615173,10,16.18084
-19.352584,16,16.227079
-20.287666,15,16.265513
-32.130513,16,16.298438
-19.836581,21,16.35603
-24.853398,11,16.380546
-43.421933,11,16.40331
-34.719375,16,16.439495
-8.998182,14,17.329974
-32.442787,15,17.35952
-30.758755,16,17.414529
-30.199189,14,17.447429
-40.792236,11,17.467745
-26.223922,14,17.493872
-12.47433,17,17.525701
-23.801393,14,17.552728
-30.755981,12,17.578316
-11.24296,16,17.607376
-16.443409,18,17.667744
-47.461027,10,17.692237
-47.284609,15,17.720844
-31.253227,12,17.743897
-26.810881,14,17.769802
-32.474488,14,17.796971
-44.371579,13,17.846247
-44.766066,11,17.878587
-20.870785,16,17.907528
-35.699891,16,17.944006
-47.94684,17,17.97554
-38.36104,11,17.995575
-26.03523,21,18.037796
-38.143839,12,18.074838
-24.154163,12,18.097295
-32.849005,24,18.168051
-3.425329,16,18.210659
-24.55804,17,18.251857
-11.230461,14,18.28634
-35.409641,18,18.324946
10.589857,16,18.354921
-37.021053,11,18.38833
-36.169892,10,18.41235
-32.2265,14,18.43882
-29.096775,12,18.480703
-45.639855,13,18.50707
-23.308621,14,18.540631
-25.035502,12,18.563605
-37.674394,10,18.589823
-48.503536,18,18.64031
-33.681758,12,18.671676
33.141608,17,18.705809
-17.828522,14,18.73149
-41.833151,14,18.766402
-23.700286,14,18.809111
-28.803172,13,18.84128
0.114401,15,18.879813
-30.040872,15,18.911776
-30.868449,14,18.937357
-17.294699,16,18.979581
-10.225134,19,19.031479
-42.258267,18,19.066258
9.95774,15,19.09866
-44.021681,15,19.138751
-31.833967,13,19.169406
-43.876828,12,19.191831
-23.925442,11,19.228632
-20.981853,12,19.256658
-17.16876,16,19.293224
-32.248493,12,19.316223
-19.302039,16,19.350596
-30.142375,13,19.393376
-20.163672,15,19.430418
-7.206076,16,19.465169
-21.883938,12,19.488934
-47.741594,15,19.538766
-21.808752,20,19.582861
-4.268753,15,19.611542
-19.901059,18,19.645549
-43.36399,10,19.665723
-4.182028,18,19.699291
-27.551999,17,19.734892
2.702825,15,19.784675
-22.690238,16,19.825669
-47.590083,21,19.866877
-44.876343,16,19.902968
-39.372803,9,19.920072
-30.928786,10,19.954451
-17.549719,16,19.999036
-25.595462,19,20.034767
-46.087962,12,20.05725
-21.245971,13,20.088144
-53.614272,21,20.141731
-29.531667,13,20.181898
-27.272653,13,20.207124
-17.564376,12,20.228626
-35.339844,11,20.248891
-2.569256,15,20.276777
-6.019909,16,20.306943
-39.563971,7,20.320055
-36.227999,13,20.348039
-35.349544,13,20.386814
-37.275455,13,20.431116
-55.56313,15,20.458315
-19.439737,15,20.492042
-27.918665,14,20.521305
-44.548114,12,20.548165
-25.813254,16,20.600946
-29.124468,12,20.623337
-18.911376,15,20.658763
-24.545691,15,20.686969
-45.91546,13,20.71312
-49.453243,16,20.765618
-26.178901,13,20.790118
-25.880498,22,20.843419
-36.026667,11,20.863604
-30.923975,16,20.895217
-36.012318,19,20.952359
-15.320679,14,20.993621
-38.485669,11,21.034788
-32.843491,13,21.059777
-42.57327,17,21.104541
7.33355,19,21.161119
-14.37744,13,21.186246
-37.896807,14,21.228068
-40.653254,12,21.252777
-39.65267,10,21.27101
-32.149332,13,21.298275
-25.45693,11,21.338235
-35.514179,14,21.378761
-9.428515,14,21.405399
-43.593974,10,21.425752
-27.262483,14,21.473618
-25.420145,16,21.514817
-34.152416,12,21.543689
-41.797272,12,21.568014
-40.265331,16,21.602501
-8.286684,20,21.653663
-28.178504,14,21.69014
-10.7441,18,21.728953
-14.814141,14,21.759144
-31.517761,13,21.791315
11.527714,21,21.837553
-13.949825,17,21.884864
-25.802728,15,21.917015
-26.096885,12,21.949596
-28.700197,15,22.003273
-27.973633,14,22.039332
-3.390203,17,22.906127
-26.003561,17,22.959041
-27.764664,16,23.006797
3.78591,16,23.037757
-18.551046,16,23.068539
-48.471406,14,23.095572
-36.202093,13,23.118649
-33.939454,14,23.149021
-10.279497,16,23.192495
-37.745838,12,23.233388
-2.20003,16,23.263321
-18.473241,14,23.289572
-43.529539,13,23.315075
-12.747055,17,23.356221
-32.587961,12,23.401846
-20.34561,13,23.42534
-29.260158,13,23.45066
-43.351837,22,23.491166
-39.663234,12,23.514485
-17.202539,12,23.538167
-44.202734,10,23.557305
-10.909078,11,23.589523
-26.232891,12,23.634954
-32.091271,14,23.663017
10.287834,21,23.703729
-40.99709,17,23.7439
-23.686257,11,23.764087
-45.842456,12,23.810145
-25.987431,16,23.840356
-28.773175,11,23.861061
-48.912238,15,23.896585
-11.849449,16,23.953403
-24.410597,17,23.987886
-13.740463,21,24.030401
-33.880291,14,24.062001
-30.993446,14,24.111893
-2.700581,16,24.150473
-28.42481,10,24.168159
-26.474918,20,24.20621
-36.105524,13,24.23031
-14.335428,14,24.256706
-21.962081,20,24.294571
-44.015426,16,24.327464
-14.262887,14,24.376676
-29.271879,13,24.411022
-33.239194,13,24.435126
-10.689571,15,24.486181
1.791122,16,24.526881
-28.322735,17,24.559381
0.29137,16,24.589119
-32.222372,14,24.635807
-20.216624,14,24.675543
-12.431253,14,24.708072
-33.11653,10,24.726521
-36.630405,16,24.762795
-39.952735,10,24.787388
-30.91188,18,24.843639
-21.179771,20,24.886857
-28.761444,16,24.918301
-14.743813,19,24.957059
-23.587387,15,25.005495
-29.887826,10,25.025827
-17.627732,20,25.074305
-28.948534,13,25.104041
-13.876688,12,25.133919
-44.238563,12,25.156561
-38.350113,8,25.183764
-32.106533,12,25.216298
-50.950857,21,25.258838
-32.935564,13,25.283158
-32.810734,11,25.312639
-15.191753,19,25.364859
-22.088424,11,25.389029
-49.643146,16,25.419776
-32.368867,17,25.458313
-50.784484,12,25.481181
-25.613622,17,25.513137
-25.650988,13,25.557712
-24.833701,16,25.597759
-41.334308,10,25.618082
4.36979,15,25.644495
-33.25831,11,25.667776
-16.096272,15,25.697479
-23.805925,12,25.739288
-33.810273,12,25.761501
-22.82671,11,25.794128
-21.88443,14,25.821221
6.456974,16,25.85182
-4.156717,16,25.880481
-31.651146,17,25.928888
-0.40449,19,25.982122
-36.823196,12,26.007147
-39.242153,9,26.02564
-4.479338,16,26.065206
-36.468759,12,26.087356
-37.104195,14,26.119245
0.210033,14,26.161624
-29.586035,15,26.195167
-17.292782,13,26.219485
-28.308803,11,26.246782
-9.178922,16,26.279072
-36.222329,15,26.330311
-0.430796,14,26.359432
-31.389695,11,26.380136
-18.982265,17,26.41484
-25.869395,16,26.446008
-45.602745,13,26.497096
-43.31672,15,26.533294
-23.211212,20,26.573617
-24.418834,16,26.62289
-14.275463,14,26.66163
-13.072565,15,26.686964
-15.101674,19,26.721351
-27.841731,12,26.745014
-32.545647,16,26.798885
-59.143417,16,26.839919
-31.54285,22,26.883587
-29.105363,15,26.912232
-34.06092,14,26.939804
-36.774246,16,26.988301
-15.840129,18,27.034636
-36.344712,13,27.062802
-2.562982,14,27.090164
-39.645123,15,27.130116
-6.77115,17,27.168781
-38.325675,13,27.21686
-27.877276,15,27.258031
-25.330459,16,27.301505
-47.737838,16,27.341047
10.037827,15,27.388285
-26.499666,15,27.424859
-15.472211,15,27.462054
-19.788027,13,27.489205
-31.356611,14,27.53471
-24.354918,13,27.575086
-30.292923,18,27.617693
-7.364983,16,28.540651
-5.432515,15,28.567716
-31.248327,11,28.60268
5.858242,23,28.656622
-12.2323,15,28.688496
3.429648,13,28.718492
-27.226771,11,28.739518
-46.387609,13,28.775301
1.083292,16,28.821645
-33.920906,13,28.851456
-13.66352,16,28.881319
-9.155566,15,28.910851
-39.871258,16,28.947902
-15.762506,18,29.007036
-15.850761,15,29.03391
-34.453999,16,29.066274
-19.032348,15,29.095217
-38.603849,10,29.114157
-16.845194,16,29.144558
-23.745187,18,29.186249
-40.800459,11,29.206771
-12.099434,15,29.254826
-23.413953,13,29.286305
-37.706171,13,29.310827
-14.195837,17,29.343187
-38.801849,12,29.365422
-35.146444,19,29.403475
-18.808956,21,29.447749
-3.707503,14,29.495481
-27.069927,14,29.528826
-25.886798,11,29.550888
-5.371269,15,29.582852
-42.752121,17,29.613027
-20.326571,14,29.664746
-20.97238,21,29.71091
-23.200216,11,29.733258
-22.91319,14,29.759335
-2.186102,23,29.800813
-18.014048,16,29.831128
-30.949299,13,29.855487
-28.714957,14,29.882374
-15.348129,14,29.908081
-31.878872,13,29.96347
-28.159819,15,29.992875
-50.480222,13,30.0189
-29.93164,12,30.040145
3.068865,16,30.071289
-22.367792,15,30.10015
-11.974338,11,30.121639
-37.345374,12,30.143742
-0.624463,15,30.173455
-22.569288,18,30.236315
-30.320172,12,30.263894
-32.609132,15,30.29838
-8.754828,13,30.346172
-27.29216,15,30.373708
-1.738034,14,30.403886
-21.562044,17,30.435838
-32.966216,10,30.45641
-44.357148,14,30.483317
-39.310282,14,30.509765
-22.189715,15,30.568126
-47.297948,17,30.602407
0.517575,17,30.634543
-35.664802,16,30.66423
-7.932251,13,30.718139
-11.173381,12,30.739847
-51.157883,13,30.767393
-32.212822,11,30.789032
-14.642351,15,30.81744
-38.663023,11,30.861552
-37.005117,13,30.896514
-24.529043,13,30.923545
-56.798974,22,30.96814
-29.851017,14,31.01251
-42.381514,14,31.054081
-6.434509,16,31.084632
-24.663392,14,31.110969
-38.342422,15,31.155273
2.008411,13,31.197897
-45.993226,15,31.24537
-31.520641,15,31.290002
-42.635447,11,31.310115
4.194961,16,31.345369
-25.669695,12,31.372867
-39.231544,17,31.410808
-42.516996,13,31.45271
-33.799504,13,31.476645
3.155531,14,31.510799
-29.050172,14,31.5377
-27.128005,14,31.564609
-15.156024,13,31.587914
-12.259866,14,31.619779
-14.355348,17,31.671564
-22.875237,13,31.705515
-43.435192,14,31.732386
-43.097314,17,31.763394
-38.467112,12,31.785095
-38.898835,9,31.802731
-25.218869,14,31.830145
-31.895365,14,31.855992
-29.365092,11,31.897408
-1.083727,14,31.938102
-15.204578,17,31.971298
-11.212434,14,32.014894
-33.864528,13,32.039137
-11.720755,26,32.106503
-28.630965,13,32.130655
-25.811051,11,32.151329
-50.249507,14,32.177614
-30.303736,9,32.196334
-40.799403,11,32.215441
-27.886495,18,32.249256
-34.5378,11,32.278769
-26.135569,15,32.305612
-13.679067,17,32.35959
-33.323152,11,32.379096
-52.282103,16,32.414097
-45.382995,10,32.439595
-3.645343,15,32.46715
-23.122666,13,32.499394
-5.187988,14,32.535221
-26.289411,12,32.574826
8.269449,16,32.614177
-33.343492,15,32.649192
-39.631659,10,32.668561
-33.708151,11,32.691712
-55.90441,17,32.747086
-36.712491,10,32.764681
-20.50361,11,32.790614
-22.818135,14,32.817873
0.090369,14,32.848794
-10.396417,16,32.901914
7.866129,14,32.929923
-34.830107,12,32.964231
-47.291308,11,32.98838
-42.56721,9,33.006905
-37.206558,16,33.043676
-29.988394,14,33.075367
-22.518761,14,33.106628
-23.254489,13,33.134702
-29.628788,12,34.048185
-23.010162,11,34.08621
-38.407143,14,34.111581
-26.777211,18,34.155612
-25.627833,12,34.179141
-33.72055,12,34.205108
-19.47576,13,34.247625
-28.431576,15,34.274585
-43.208158,13,34.312857
-42.389828,12,34.339516
-22.35157,14,34.369928
-13.373438,11,34.390121
-31.934086,15,34.427303
-14.905469,14,34.471664
-38.21624,10,34.491035
-7.602083,13,34.517576
-5.477235,15,34.547311
-69.915427,21,34.598228
-24.858993,9,34.632771
-23.649378,14,34.662792
-23.026827,16,34.691897
-23.765438,20,34.734446
-37.940858,9,34.751537
-19.238182,13,34.785716
-16.304201,13,34.833207
-24.365458,13,34.858343
-44.485786,10,34.877656
-42.423751,21,34.92528
-17.398753,18,34.98411
-32.687001,14,35.011506
-22.158108,16,35.044624
-32.279563,15,35.081543
-34.4601,11,35.101616
-16.395545,15,35.152407
-8.141155,16,35.183795
-48.130599,14,35.210816
-32.581982,18,35.244381
-17.128096,15,35.279329
-20.755171,19,35.338958
-41.045094,11,35.368229
-26.846658,14,35.393122
-25.843006,17,35.427584
-38.784081,17,35.486623
-25.319854,16,35.524113
1.993956,16,35.556616
-37.233035,15,35.587572
-29.332178,13,35.629484
-11.692896,14,35.668211
-47.953711,15,35.694949
-34.664499,13,35.720833
-7.089573,15,35.763819
-33.634969,14,35.812727
-45.796683,11,35.833289
-44.271621,12,35.856935
2.948807,13,35.883448
-25.977367,17,35.921958
-39.654789,17,35.979007
-44.739011,16,36.01957
-36.175415,12,36.041883
-63.535008,14,36.100233
-18.481413,14,36.129754
-30.068202,19,36.195177
-37.595078,15,36.227664
-36.856124,10,36.24679
-28.708596,10,36.294438
-50.272594,17,36.3324
-9.514594,19,36.368625
-27.504435,14,36.404432
-48.334544,14,36.447816
-21.491171,15,36.485118
-37.55609,17,36.522727
-38.107787,15,36.550447
-22.400993,17,36.583409
-22.027075,13,36.625597
-24.96848,12,36.661404
-13.182062,16,36.692477
-31.923722,10,36.710604
-60.307834,15,36.755719
-40.022764,17,36.803617
-9.409544,17,36.835803
-37.178513,18,36.876699
-39.188215,11,36.905089
-44.145258,11,36.925519
-3.020763,19,36.982522
-22.757189,13,37.009749
-20.602853,21,37.052601
-7.80971,11,37.085765
-14.815865,15,37.124713
-34.23769,8,37.139862
-13.976431,14,37.169532
-40.28148,12,37.198036
-24.556007,14,37.23758
-1.916,15,37.265522
-10.032539,16,37.308977
-13.360006,13,37.333836
-12.824261,18,37.369124
-37.040111,15,37.416708
-5.056853,16,37.458534
-41.753438,16,37.49017
-13.066113,14,37.515447
-26.81863,19,37.555972
-46.578307,15,37.583006
-46.047103,13,37.623661
-24.884651,10,37.659735
-34.357577,15,37.689922
-29.894777,13,37.715606
-43.306505,18,37.761697
-47.36271,15,37.813325
-32.9853,15,37.850581
-31.787273,9,37.878517
-38.64404,12,37.899717
-6.223923,20,37.960803
-37.931323,16,37.997566
-45.083944,12,38.027152
-28.584238,13,38.055151
-22.948564,13,38.080549
-34.769814,15,38.127407
-27.832586,20,38.179611
-13.939431,15,38.208137
-29.819699,12,38.234044
-48.370447,16,38.28115
-31.440087,17,38.325692
-17.428313,17,38.359401
-29.9604,13,38.384036
-40.395875,9,38.40092
-10.281156,15,38.42865
-28.080031,9,38.456663
-40.302182,9,38.472672
-25.997896,13,38.504717
-27.530501,13,38.548986
-58.967149,17,38.583604
-16.001761,20,38.632589
-31.76111,11,38.660035
-31.316718,13,38.686172
-7.464104,13,38.714747
-12.822486,17,38.753036
-35.993575,16,38.805313
-3.710493,14,38.84394
-45.698463,22,38.889165
-16.530089,23,39.822966
-15.057599,15,39.863513
-41.249514,14,39.913644
-28.154777,14,39.939852
-34.42514,9,39.967866
1.610311,16,40.001476
-31.855011,12,40.023931
-34.026367,10,40.042451
-18.637972,12,40.0663
-38.00099,11,40.101292
-33.91962,19,40.151895
-22.434328,15,40.184222
-34.374771,9,40.207076
-26.921034,17,40.245476
-24.274181,23,40.307968
-14.267354,19,40.351553
-40.581027,15,40.382483
-12.937623,16,40.416336
-37.182866,16,40.462038
-26.525197,13,40.498521
-28.366686,13,40.523401
-32.058939,13,40.55061
-31.555324,10,40.575926
-19.938666,22,40.631048
-34.942798,14,40.669742
-23.519046,16,40.703321
-34.047777,13,40.726882
-32.73462,12,40.755045
-40.196943,18,40.801502
-41.889632,16,40.848361
-35.725032,11,40.871926
-22.345951,13,40.895727
-20.075262,15,40.939514
-26.921429,19,40.976261
-23.121449,15,41.008848
-36.103708,13,41.041279
6.923851,21,41.101964
-33.781347,13,41.130948
-33.904131,9,41.147543
-36.06421,18,41.180691
-31.484711,15,41.214473
8.382265,17,41.270907
-26.965765,15,41.302646
-37.84951,24,41.348983
-45.030427,10,41.369774
-23.266631,13,41.41939
-24.130246,12,41.441062
-35.543003,16,41.479822
-5.730031,16,41.510265
-32.59978,15,41.54708
-59.26974,20,41.59571
-38.187068,14,41.636011
8.105201,16,41.673621
-36.058308,17,41.718862
-28.305215,14,41.761625
-43.623229,14,41.787301
-35.326043,13,41.815356
-2.567015,20,41.853127
-5.361918,18,41.896903
-26.778061,14,41.943324
-1.201866,16,41.977214
-41.483336,19,42.022126
-41.78077,14,42.070678
-12.067137,15,42.108468
-32.880284,9,42.12522
-23.280815,12,42.149172
-8.575554,13,42.174548
-13.424565,14,42.200355
-9.163408,14,42.232853
15.8042,18,42.277106
-30.66215,13,42.320008
-29.385814,10,42.340566
-17.712802,17,42.374098
-5.555952,13,42.397778
-41.840226,10,42.426047
-30.952961,15,42.479738
-38.103755,12,42.501163
-6.862296,15,42.536849
-27.169355,11,42.570792
-48.718004,16,42.613148
-30.891975,14,42.658418
-24.666513,17,42.693295
-5.168258,13,42.716554
-22.235727,13,42.741096
-22.676087,22,42.792163
-28.758883,24,42.860251
20.69048,16,42.890431
-36.950161,16,42.920027
-37.816908,17,42.958714
-25.185398,20,43.027406
-5.092682,15,43.054306
-26.46104,22,43.122887
-25.322924,21,43.172376
-20.391551,12,43.19586
-39.768629,14,43.221044
-23.487487,13,43.247134
-17.335799,14,43.274842
-26.860821,12,43.316803
