0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.018286,0,0,0,0,0,0,0,0,0
0,0,0.036571,0,0,0,0,0,0,0,0,0
0,0,0.054857,0,0,0,0,0,0,0,0,0
0,0,0.073143,0,0,0,0,0,0,0,0,0
0,0,0.091429,0,0,0,0,0,0,0,0,0
0,0,0.10971,0,0,0,0,0,0,0,0,0
0,0,0.128,0,0,0,0,0,0,0,0,0
0,0,0.14629,0,0,0,0,0,0,0,0,0
0,0,0.16457,0,0,0,0,0,0,0,0,0
0,0,0.18286,0,0,0,0,0,0,0,0,0
0,0,0.20114,0,0,0,0,0,0,0,0,0
0,0,0.21943,0,0,0,0,0,0,0,0,0
0,0,0.23771,0,0,0,0,0,0,0,0,0
0,0,0.256,0,0,0,0,0,0,0,0,0
0,0,0.27429,0,0,0,0,0,0,0,0,0
0,0,0.29257,0,0,0,0,0,0,0,0,0
0,0,0.31086,0,0,0,0,0,0,0,0,0
0,0,0.32914,0,0,0,0,0,0,0,0,0
0,0,0.34743,0,0,0,0,0,0,0,0,0
0,0,0.36571,0,0,0,0,0,0,0,0,0
0,0,0.384,0,0,0,0,0,0,0,0,0
0,0,0.40229,0,0,0,0,0,0,0,0,0
0,0,0.42057,0,0,0,0,0,0,0,0,0
0,0,0.43886,0,0,0,0,0,0,0,0,0
0,0,0.45714,0,0,0,0,0,0,0,0,0
0,0,0.47543,0,0,0,0,0,0,0,0,0
0,0,0.49371,0,0,0,0,0,0,0,0,0
0,0,0.512,0,0,0,0,0,0,0,0,0
0,0,0.53029,0,0,0,0,0,0,0,0,0
0,0,0.54857,0,0,0,0,0,0,0,0,0
0,0,0.56686,0,0,0,0,0,0,0,0,0
0,0,0.58514,0,0,0,0,0,0,0,0,0
0,0,0.60343,0,0,0,0,0,0,0,0,0
0,0,0.62171,0,0,0,0,0,0,0,0,0
0,0,0.64,0,0,0,0,0,0,0,0,0
0,0,0.65829,0,0,0,0,0,0,0,0,0
0,0,0.67657,0,0,0,0,0,0,0,0,0
0,0,0.69486,0,0,0,0,0,0,0,0,0
0,0,0.71314,0,0,0,0,0,0,0,0,0
0,0,0.73143,0,0,0,0,0,0,0,0,0
0,0,0.74971,0,0,0,0,0,0,0,0,0
0,0,0.768,0,0,0,0,0,0,0,0,0
0,0,0.78629,0,0,0,0,0,0,0,0,0
0,0,0.80457,0,0,0,0,0,0,0,0,0
0,0,0.82286,0,0,0,0,0,0,0,0,0
0,0,0.84114,0,0,0,0,0,0,0,0,0
0,0,0.85943,0,0,0,0,0,0,0,0,0
0,0,0.87771,0,0,0,0,0,0,0,0,0
0,0,0.896,0,0,0,0,0,0,0,0,0
0,0,0.91429,0,0,0,0,0,0,0,0,0
0,0,0.93257,0,0,0,0,0,0,0,0,0
0,0,0.95086,0,0,0,0,0,0,0,0,0
0,0,0.96914,0,0,0,0,0,0,0,0,0
0,0,0.98743,0,0,0,0,0,0,0,0,0
0.011429,0,1,0,0,0,0,0,0,0,0,0
0.048,0,1,0,0,0,0,0,0,0,0,0
0.084571,0,1,0,0,0,0,0,0,0,0,0
