#{"t_start": 1700864018.9072733, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-58.736361,18,7.999521
-17.996347,16,8.029056
-39.807206,14,8.084429
-60.217785,16,8.118722
-17.696271,17,8.150851
-6.431922,15,8.20576
-21.697787,15,8.239722
-37.578277,9,8.257045
-30.693945,13,8.288873
-18.688765,12,8.329998
-26.824806,11,8.350813
-10.358465,19,8.393875
-31.015125,13,8.433314
-21.249323,22,8.485886
-38.991763,15,8.517983
-16.774553,16,8.549069
1.187093,16,8.591806
-27.546654,14,8.63728
-28.762979,10,8.655678
-19.769796,24,8.714172
-45.741773,18,8.769356
-11.487345,15,8.800229
-27.927598,13,8.833097
-34.821771,15,8.884161
-4.129402,15,8.913357
-30.547776,16,8.944271
-44.60882,19,8.985613
-26.516178,15,9.040807
-33.746441,15,9.072684
-8.935939,20,9.13912
-22.573126,12,9.161038
-24.776195,13,9.188928
-33.125841,14,9.215168
-49.191619,13,9.240513
-32.825973,9,9.257423
-23.627492,16,9.313338
-24.578243,18,9.353925
-32.40867,14,9.380012
-33.728093,16,9.414396
-22.682175,15,9.449599
-8.191775,12,9.471576
2.458659,14,9.522332
-34.962909,13,9.554351
-7.46763,24,9.601708
-17.046724,14,9.627404
-38.218946,12,9.672476
-13.604211,15,9.712129
-43.672024,15,9.739925
-45.876367,12,9.76423
-15.376776,14,9.793098
-29.514029,12,9.816907
-37.442189,13,9.840884
-9.311499,17,9.872509
-47.947426,11,9.909498
-15.9766,14,9.952484
-29.912965,12,9.973856
-32.790223,15,10.004533
-31.454112,14,10.031082
-38.818949,12,10.06643
-29.052368,15,10.113756
-28.513443,13,10.138202
-38.187313,13,10.163636
-40.279223,12,10.187439
-15.619085,22,10.230179
-51.798076,15,10.267205
-31.997862,12,10.314805
-7.97317,14,10.343981
-31.747673,9,10.362045
-7.694888,19,10.402612
-24.199861,10,10.421058
-31.600146,11,10.447185
-8.775672,19,10.501065
-33.622553,10,10.529566
-6.550029,12,10.552863
-22.342788,14,10.585306
-34.936494,11,10.629522
-25.474873,13,10.662079
-37.386658,11,10.682915
-22.765387,12,10.707726
-30.110376,17,10.741964
-25.904082,22,10.783318
-14.287303,13,10.80991
-27.976955,11,10.857866
-26.148558,14,10.891221
-31.703608,15,10.918786
-22.176408,12,10.944163
-17.450005,15,10.971684
-30.439329,27,11.949489
-2.960833,15,11.983744
12.461806,18,12.022076
-13.876924,17,12.074116
-32.06591,10,12.09286
-42.423841,16,12.135147
-24.590212,19,12.172716
-22.948208,17,12.226024
-11.179184,15,12.265199
-36.661436,7,12.281288
-34.544104,9,12.299046
-30.770396,15,12.328873
-19.230842,20,12.367376
-28.277402,21,12.443205
-33.09577,14,12.46969
-30.633579,11,12.495578
-17.942029,19,12.533971
-35.328253,14,12.571002
-34.50876,17,12.622188
-39.078268,13,12.659485
-33.621075,9,12.676184
-20.392159,15,12.726213
-4.096867,14,12.753884
-28.130017,13,12.777002
-11.962259,18,12.814711
-28.385268,11,12.840668
-22.797954,16,12.897208
-30.295512,15,12.927854
-4.809235,16,12.959847
-24.145203,17,12.995549
-14.205873,17,13.029896
-44.142838,14,13.06082
-31.063398,18,13.120883
-27.565572,12,13.142505
-60.586523,13,13.193434
-0.203275,20,13.242469
-36.272184,9,13.26461
-37.010474,11,13.285101
-23.375316,16,13.318076
-48.337702,20,13.364959
-31.675786,18,13.421931
-33.405953,10,13.445225
38.087885,23,13.490094
-27.724789,17,13.522865
-15.077276,16,13.553359
-30.31034,12,13.578586
8.794191,16,13.629328
-6.379982,14,13.6549
-42.150296,17,13.700644
-5.890475,19,13.739665
-19.474166,13,13.764035
-56.248164,15,13.805712
-46.694359,10,13.845399
-20.022337,13,13.869144
-19.45432,15,13.898034
5.887702,17,13.941308
-40.4234,18,13.997056
-45.642477,9,14.018078
-33.089317,17,14.055235
-29.006893,10,14.073434
-8.962416,17,14.108895
-42.475427,13,14.153606
-16.086445,16,14.192991
-10.453656,13,14.223393
-5.942596,18,14.279522
-27.697267,16,14.31745
-20.719264,11,14.337281
-12.654884,17,14.37138
-25.538649,17,14.403745
-23.494407,13,14.451875
-38.414005,9,14.481619
-38.327509,21,14.522144
-39.039908,15,14.553384
-20.973195,14,14.579124
-41.404986,12,14.620471
-35.243838,16,14.663256
-33.911452,16,14.695298
-38.925304,17,14.727886
-56.278042,14,14.768426
-21.824752,18,14.819157
-39.222166,13,14.842284
-11.328057,15,14.871378
-26.676253,15,14.900608
-16.997422,16,14.9338
-8.171974,13,14.980786
-36.64835,12,15.003434
-24.98891,13,15.032665
-31.433369,11,15.053751
-19.752209,15,15.084244
-20.249188,14,15.110395
-39.46741,12,15.161623
-35.357235,12,15.190353
-35.822381,16,15.220608
-39.53377,13,15.243739
6.252587,15,15.271807
-34.064628,9,15.289831
-12.6653,16,15.344829
-59.978975,12,15.368486
-29.309467,11,15.396226
-42.401082,13,15.421654
-39.92328,14,15.449216
-24.456269,17,15.504907
2.648401,14,15.530083
-28.112139,16,15.570277
-35.255878,9,15.589556
-30.184282,12,15.612123
-33.826032,19,15.672621
-20.618319,15,15.700029
-38.403535,13,15.734197
-27.520528,15,15.767144
-46.048399,15,15.799322
-22.651019,13,15.838027
-23.764465,10,15.856202
-1.392605,16,15.936994
29.226522,19,15.975232
-20.154901,10,15.995136
-7.464494,18,16.05401
-10.164013,13,16.077715
-34.449594,19,16.118238
-54.959345,18,16.154362
-45.79658,13,16.179461
-33.426568,11,16.202599
-28.628927,19,16.240294
-27.233281,12,16.286053
-45.574009,9,16.303244
-4.012544,15,16.341982
-44.895245,12,16.366132
-25.424004,12,16.389192
-9.778305,13,16.413794
-24.9026,19,16.472205
-7.516556,15,16.511456
-19.995426,12,16.535329
-41.098054,14,16.57565
-32.340522,22,16.629261
-25.469148,19,16.679726
-4.313828,14,16.71015
-6.882072,13,16.736892
-41.113051,17,17.637663
-10.547649,19,17.686463
-19.26208,17,17.738108
1.389835,19,17.777713
-26.211282,14,17.810505
-44.658207,11,17.838421
-36.722781,11,17.858714
-38.167093,16,17.908664
-14.783781,15,17.943731
-33.542176,14,17.974447
-39.899185,13,18.003593
-11.34121,19,18.059698
-13.89459,15,18.097515
-30.213993,18,18.132325
-35.81367,9,18.148973
-34.921825,12,18.173499
-39.166244,14,18.224869
-31.850413,13,18.249281
-32.844607,16,18.285352
-7.605527,17,18.318247
-26.631981,16,18.37376
-38.464277,11,18.402801
-9.856216,15,18.457683
23.926229,22,18.504672
-23.042064,11,18.524597
-37.440312,13,18.550329
-27.911692,15,18.605284
-53.404362,17,18.646431
-16.083544,18,18.680192
-36.409108,8,18.695253
-27.454038,12,18.7236
-40.091468,12,18.763185
-38.313894,12,18.799282
-3.089746,14,18.825493
-38.713362,12,18.850682
-44.145055,16,18.883748
-37.49963,11,18.922107
-9.956498,17,18.974819
-31.61566,13,18.998889
-29.865821,16,19.03113
-54.592619,13,19.067045
-30.118233,14,19.103022
-19.414267,12,19.125228
0.409414,17,19.166421
-47.390757,17,19.203768
-22.546496,13,19.230403
-35.107286,11,19.259057
-22.068004,13,19.283548
-33.389816,10,19.307336
-32.42079,15,19.355371
-40.131944,11,19.37598
-24.933224,11,19.400908
-13.851426,12,19.428977
-30.985203,20,19.476245
-48.389896,21,19.528632
-32.464098,10,19.555529
-33.221185,10,19.57354
-28.004332,14,19.603982
-1.785025,14,19.639551
-24.910154,15,19.68386
-30.992531,15,19.726799
-43.594561,14,19.752993
-14.217321,16,19.785949
-46.284686,13,19.814999
-54.928837,14,19.854178
-33.339214,16,19.896725
-30.72477,11,19.917656
-27.235369,12,19.947476
-18.710506,11,19.973916
-26.211617,13,19.997288
-29.216579,11,20.025863
-38.438847,11,20.053489
-25.217705,16,20.099852
-27.157055,15,20.127043
-41.055512,14,20.15732
-21.693124,12,20.186665
-30.843172,11,20.213476
-32.657041,16,20.242357
6.885853,17,20.295062
-29.901222,14,20.328308
-33.246766,14,20.357523
-32.919523,13,20.382467
5.094066,18,20.442759
-40.923259,20,20.485778
-38.773813,12,20.509579
-47.838631,14,20.536011
-18.761663,14,20.563492
-3.571402,20,20.621541
-36.920914,11,20.654291
1.791119,17,20.687253
15.129267,18,20.726638
-55.581663,20,20.778902
-39.87262,14,20.820409
-22.08166,15,20.851532
-26.573216,14,20.877873
-43.310381,13,20.905896
-9.542311,16,20.952617
-37.11038,12,20.989457
-29.575731,14,21.016715
-22.666724,17,21.047902
-43.834067,14,21.073554
-36.667943,16,21.103957
-27.096464,14,21.147157
-34.244784,14,21.192523
-33.819817,13,21.224182
-24.216793,14,21.249812
-32.993591,11,21.274073
-44.373673,16,21.306871
-21.643553,18,21.364244
-37.532641,13,21.395004
-22.241405,13,21.420094
19.703811,21,21.460881
-48.441541,12,21.483075
-19.903056,16,21.53622
-29.573654,15,21.573954
-15.053025,15,21.602382
-23.906943,16,21.636479
-28.6447,9,21.65267
-0.488607,16,21.705489
-15.656992,18,21.750495
-39.870815,10,21.771084
-38.810292,10,21.789589
-44.986364,13,21.814328
-23.463602,15,21.862535
-32.714387,19,21.910802
-10.0596,15,21.94081
-10.156807,17,21.974138
-37.706626,8,21.989715
-36.669341,13,22.036469
-46.523695,18,22.082175
-39.126222,12,22.105539
-34.463061,12,22.129987
-27.506043,12,22.152014
-25.878004,12,22.195359
-23.593583,15,22.23539
-34.075097,11,22.257484
-39.03455,14,22.287715
-30.157785,20,22.332127
4.844396,16,22.362467
-32.076739,15,22.405568
-20.535871,17,23.271948
-18.45138,14,23.324719
-35.139287,10,23.348774
-18.972866,14,23.402486
-41.641979,10,23.421079
-34.822332,17,23.461937
-14.700089,14,23.513775
-0.399663,16,23.553907
-44.283719,17,23.587255
-36.344673,10,23.60921
-29.460945,9,23.625942
-12.695988,16,23.682499
-36.620739,10,23.718518
-26.369602,11,23.738808
-26.421,11,23.778554
-32.266918,15,23.822007
-45.277449,12,23.847999
-2.931274,14,23.87335
-37.206824,11,23.911848
-6.990519,15,23.955832
-14.06312,14,23.983723
-11.522961,17,24.016772
5.684285,17,24.060752
-48.912073,13,24.084107
-8.734538,16,24.134619
-22.995263,21,24.173832
-32.360818,14,24.200931
-15.627524,16,24.242038
0.548414,16,24.293772
-40.915569,18,24.32798
-43.889748,12,24.352062
-13.999194,16,24.391678
-12.178427,13,24.417157
-35.879477,10,24.459841
-32.224231,14,24.48655
-59.025421,17,24.520308
-49.382942,17,24.552047
-32.282605,17,24.591373
-34.7115,14,24.617622
-42.375278,12,24.665623
-26.231985,16,24.699334
-67.465566,17,24.733318
3.867607,15,24.764243
-36.755044,12,24.794836
-32.891888,17,24.848927
-12.478221,13,24.873677
-16.457607,17,24.912059
-37.78778,17,24.946119
-32.807781,17,25.003409
-18.570335,15,25.039128
-15.285243,16,25.094841
-31.027607,11,25.124884
-27.895537,10,25.142763
-17.934603,16,25.175157
-24.702838,14,25.224
-2.243658,16,25.264562
-23.153531,12,25.286162
-19.077502,15,25.31629
-68.094481,16,25.345191
-29.56994,11,25.367472
-26.196169,13,25.39253
-40.998681,12,25.414131
-33.557614,19,25.47137
-30.938697,13,25.508585
-3.451776,15,25.542787
-28.37578,15,25.575247
-20.460853,17,25.615098
-21.625528,13,25.660593
-33.420118,17,25.691492
-18.354025,16,25.728109
-32.630497,13,25.753378
-38.916204,13,25.778579
-57.37264,15,25.813751
-22.98054,13,25.83731
-19.719739,15,25.872799
-21.531147,13,25.908498
-16.26455,13,25.944339
-21.901577,15,25.97484
-11.518357,16,26.002768
-18.623202,16,26.040583
-30.4278,11,26.07268
-29.481786,12,26.104545
-9.220872,15,26.140391
-27.739535,11,26.160975
-21.418098,18,26.195833
-30.281611,22,26.257443
-3.380248,16,26.293027
-47.275533,14,26.323111
-44.530584,12,26.365858
-33.933518,14,26.403034
-39.162279,16,26.431099
-42.912308,12,26.45689
-23.746428,11,26.49825
-37.653845,14,26.536791
-27.561985,15,26.563637
-5.022641,14,26.591851
-27.644025,12,26.614606
-46.214057,19,26.667679
-35.771259,16,26.714474
-47.072021,14,26.743349
-42.644618,9,26.759672
-45.328674,19,26.800375
7.58503,22,26.871886
-29.850396,17,26.906921
-27.51979,12,26.928891
-21.276043,12,26.959655
-33.553781,17,26.995634
-35.606423,11,27.015876
-4.010569,19,27.073809
-32.411983,13,27.097818
-31.788746,12,27.126632
-47.741268,15,27.156461
-11.161742,16,27.210296
-9.493387,19,27.252347
-21.418591,15,27.285008
-36.837914,15,27.312613
-38.991981,10,27.354603
-0.408279,16,27.39214
-26.997452,14,27.419122
-37.840403,10,27.437168
-27.793932,17,27.468621
-0.424395,14,27.515419
-22.57215,17,27.559528
-4.45979,15,27.589393
-11.010475,16,27.621187
-37.968903,12,27.643325
-37.137229,10,27.685053
-19.688469,15,27.724985
-18.998415,17,27.757346
-36.83686,15,27.786879
-27.336489,12,27.808362
-29.312668,15,27.854208
-1.815662,18,27.906327
-40.663361,16,27.942992
-34.026476,14,27.981835
-46.084468,14,28.022405
-31.653307,17,28.061303
-7.714097,18,28.106379
-24.67133,17,29.042085
-39.223204,15,29.083172
-24.289238,13,29.117856
-24.832509,15,29.157141
-9.685799,17,29.195822
-41.995796,15,29.231295
-29.660941,12,29.253753
-36.137478,18,29.301712
-29.336302,13,29.336944
9.927505,16,29.369482
-32.429447,12,29.396755
-20.626669,15,29.440159
-24.04156,17,29.470289
-16.952178,16,29.514456
-13.150105,12,29.539746
-2.940631,14,29.5687
-14.929728,15,29.607806
-14.448214,15,29.655293
-29.161377,11,29.675765
-51.45999,15,29.707356
-52.304516,20,29.745382
-31.646284,13,29.776878
-31.660878,15,29.832206
-28.240423,11,29.852104
-0.30539,15,29.883068
-31.59261,16,29.914164
-42.04619,18,29.978235
-42.570206,20,30.020077
-30.266159,11,30.047726
-27.90726,13,30.093783
-41.299631,16,30.130969
1.602461,15,30.158221
-27.119116,18,30.195201
-27.819935,11,30.241626
2.292027,15,30.27688
-24.447496,12,30.299954
-45.10262,17,30.334684
-25.442103,17,30.366578
-33.55405,14,30.417069
-43.230058,12,30.446602
-33.55018,16,30.477318
-30.547545,13,30.526728
-37.469262,14,30.552827
-9.03678,14,30.587234
-30.957208,13,30.611249
-34.230892,11,30.632161
-39.494562,15,30.659423
-7.537251,16,30.689525
-39.053431,17,30.721141
-7.887418,20,30.758496
-49.108989,21,30.83283
-50.884613,17,30.863716
-12.077181,19,30.933272
-24.66363,14,30.958619
-26.312503,15,30.986758
-7.449511,21,31.027604
-33.623072,12,31.057038
-27.566376,15,31.107178
-32.930013,13,31.136145
-44.367879,15,31.167252
-32.607602,15,31.194201
-21.176323,19,31.260707
-32.114325,15,31.290554
-29.367071,9,31.3097
-45.409206,13,31.364883
-25.763726,16,31.393396
-47.597823,18,31.42964
-1.948895,16,31.458956
-23.708205,14,31.486127
-28.625082,15,31.542294
-30.613103,17,31.577834
-25.475023,13,31.603243
-28.900978,10,31.622215
-45.390143,12,31.64918
-41.906363,13,31.693574
-22.367751,20,31.741265
-32.251226,15,31.770503
-28.75428,10,31.788259
-32.654216,19,31.825701
-31.386522,14,31.867218
-49.081616,21,31.922192
-57.335752,12,31.944714
-25.720003,12,31.966074
-31.568412,14,31.994555
-29.427649,20,32.033408
-3.827633,15,32.063551
-11.905509,16,32.099839
-2.729453,27,32.176572
-27.948621,12,32.198741
-43.403661,14,32.231653
-14.194615,13,32.258948
-33.361819,14,32.292224
-33.68727,12,32.314289
-39.456455,11,32.352501
-19.876159,12,32.384142
-32.090998,12,32.405585
-23.06298,16,32.437891
-29.604137,14,32.467618
-59.241099,18,32.521864
-15.32855,18,32.565593
-14.624651,17,32.620164
-30.892412,10,32.652142
-20.358071,15,32.681621
-14.462289,18,32.731753
-25.229568,16,32.759951
-7.089269,17,32.808146
-39.568376,16,32.840813
-37.695173,18,32.886637
-32.221911,12,32.928379
-36.978812,14,32.95566
-16.297693,13,32.978934
-42.312409,16,33.009296
-28.25793,11,33.040179
-29.733982,17,33.09582
-17.872136,14,33.12396
-41.525392,13,33.153569
-6.146911,15,33.18121
-35.769271,12,33.208927
-0.33977,17,33.265385
-48.385571,15,33.306769
-24.824387,13,33.335696
-8.603876,15,33.373437
-23.773987,15,33.421916
-49.999473,13,33.446859
-45.116954,16,33.485538
-32.449504,13,33.512243
-18.607672,17,33.545139
-32.803656,11,33.588612
-22.585848,15,33.616758
-27.207356,16,33.654336
-21.727996,13,33.681713
-52.842533,14,33.728693
-14.330854,16,33.777933
-38.714304,17,33.820072
-39.055,11,34.733193
-32.317957,11,34.770028
-32.363167,19,34.817697
-42.222181,14,34.847076
-27.074412,17,34.883477
-44.918923,11,34.903028
-33.516955,14,34.94524
-44.150482,11,34.976696
-27.497876,14,35.002218
-10.192979,15,35.032945
-27.116766,14,35.060339
-22.970708,16,35.107505
-42.331198,14,35.151566
-27.311794,16,35.18216
-27.533792,14,35.207043
-38.532108,10,35.232505
-26.323955,19,35.276511
-6.646996,15,35.323257
-45.028921,16,35.354899
-14.542158,13,35.38097
-38.981186,13,35.40546
5.941808,13,35.440323
-27.798235,9,35.456252
-8.819719,14,35.503876
-22.042583,15,35.533556
-35.186763,12,35.558184
-5.571604,14,35.584263
-26.529582,13,35.608961
-38.473886,10,35.638358
-17.059952,17,35.694128
-41.142599,19,35.729925
-19.0886,22,35.776792
-44.888254,15,35.830781
-16.385252,15,35.862628
-28.76754,13,35.890131
-14.448878,12,35.912086
-13.756758,14,35.943865
-40.742352,13,35.993445
-10.929213,15,36.021652
-36.372263,8,36.036474
-23.49582,13,36.060531
-28.72509,13,36.085185
-41.520057,17,36.123449
-28.702131,16,36.180161
-39.07185,12,36.202163
-16.555352,22,36.251302
-23.601768,11,36.277968
-35.565932,20,36.329313
-8.19259,13,36.367927
-40.405667,15,36.396031
-22.330779,10,36.414755
-5.735104,14,36.441527
-31.632494,16,36.489698
-29.240751,15,36.533834
-17.317274,19,36.574239
-41.230071,16,36.612792
-48.224077,16,36.66654
-23.674689,16,36.698684
-33.595433,13,36.721726
-41.190731,19,36.757578
-32.458336,11,36.783377
-56.632401,18,36.8511
-25.463896,19,36.888987
-19.325112,14,36.916705
4.51588,21,36.955923
-30.031842,16,36.986542
2.868848,14,37.042239
-11.04654,18,37.080257
0.340486,14,37.108036
-27.903053,14,37.133738
-5.516719,17,37.192225
-19.231762,18,37.242337
-41.670083,13,37.266239
-50.410746,23,37.338719
-5.979891,17,37.372841
-41.50836,28,37.425755
-22.79154,18,37.47463
-49.116504,20,37.52721
-25.893966,15,37.555386
-21.498082,18,37.589176
-70.146876,20,37.626622
-1.195198,14,37.666669
-31.124035,14,37.711465
7.63129,14,37.739842
-46.362173,13,37.763677
-37.412312,12,37.791586
-19.977678,14,37.832167
-11.505205,15,37.871576
-32.573973,11,37.892301
-36.600406,11,37.91607
-8.834951,15,37.950001
-23.40709,15,37.991756
-11.439352,17,38.021542
-19.367965,20,38.073296
-20.685202,18,38.108505
4.163959,13,38.131812
-43.455098,10,38.170938
-0.346742,13,38.20634
-25.074042,11,38.226007
-34.329028,10,38.248256
-28.373634,13,38.277599
-8.126468,15,38.305786
1.609237,14,38.345916
-1.174521,20,38.39682
-33.638744,13,38.423795
-44.469316,12,38.447335
-31.418482,13,38.471613
-17.234895,17,38.518373
-24.810794,15,38.565519
-42.719232,11,38.592837
-35.483169,13,38.624258
-22.042182,16,38.657877
-31.70511,12,38.679203
-38.023291,16,38.715837
-29.8999,16,38.769692
-20.703464,16,38.809258
-34.202724,10,38.832476
-20.589221,16,38.861408
-42.291279,15,38.893385
-25.762075,14,38.938096
-51.006335,16,38.982509
-15.444772,14,39.011849
-35.5921,18,39.049113
-44.993293,12,39.087743
-12.02379,13,39.110989
-31.735121,12,39.14957
-49.049304,14,39.174867
-27.995517,15,39.203664
-35.980534,14,39.227874
-27.259327,19,39.276719
-23.314256,18,39.316956
-53.76298,15,39.365019
-35.371517,10,39.384885
-9.177099,16,39.419694
-8.148072,19,40.357667
-38.372081,10,40.377594
-48.24343,12,40.4068
-31.002215,11,40.428685
-6.894212,15,40.487564
-27.528942,13,40.51403
1.334446,14,40.541437
-29.317376,15,40.571113
-40.225228,16,40.613876
-33.315566,16,40.653017
-34.551132,14,40.681894
-29.62283,17,40.730903
-24.317911,11,40.758281
-50.658885,11,40.78102
-49.824809,16,40.835914
-30.938543,17,40.874883
-17.007259,15,40.9018
-27.375245,11,40.925205
-37.593557,18,40.966205
-28.825028,14,40.999913
-7.87107,17,41.049935
-30.706614,11,41.069875
-12.57155,24,41.126221
-13.135329,15,41.159536
-30.716245,16,41.206682
-5.830512,21,41.255183
-7.307599,19,41.299676
-40.303939,14,41.341474
-22.183454,14,41.366833
-1.74821,13,41.400073
9.809326,25,41.450141
-28.8513,10,41.473542
-48.671243,15,41.514555
-22.023128,16,41.561255
-15.077574,17,41.597283
-29.221484,9,41.61522
-36.189854,15,41.655804
-17.221095,17,41.690303
-52.927563,14,41.716995
-10.904246,16,41.747577
-8.115837,15,41.789337
-39.550665,9,41.80559
-42.291538,12,41.849381
-32.950283,9,41.865455
-19.868163,12,41.891731
-26.229825,15,41.925843
-36.399843,19,41.983727
-30.070112,18,42.020181
-18.856152,13,42.046373
-52.302078,14,42.075766
-30.021637,13,42.098691
-18.088427,12,42.147495
-28.597171,10,42.174744
-20.991474,13,42.199398
-27.552006,20,42.238447
-30.896384,9,42.257892
-31.617428,11,42.298121
-44.036008,16,42.32765
-6.071327,14,42.368625
-21.893901,16,42.40363
-17.213973,19,42.43955
-32.771625,11,42.460106
2.595773,15,42.488559
-52.112036,20,42.537159
-40.825437,19,42.590245
-27.980997,13,42.617512
-43.326908,15,42.644297
-34.113604,19,42.69349
-28.908031,11,42.713906
-43.19776,13,42.757819
-31.830152,13,42.790064
-26.428425,15,42.820009
-41.753799,11,42.839993
-36.002062,12,42.86594
-45.38327,10,42.883937
-37.230298,11,42.927631
-33.633637,14,42.96416
-37.197241,15,42.992847
-29.666145,12,43.014878
-17.517463,14,43.044057
-21.689037,16,43.074732
-42.067902,8,43.102275
-38.681754,14,43.127653
-21.087763,20,43.185548
-14.738965,13,43.210048
-45.68966,18,43.251572
-11.335208,18,43.293373
-26.113394,18,43.343217
-36.208076,9,43.377823
-31.879794,14,43.403296
-37.43196,19,43.444084
-30.68419,15,43.472013
-32.297853,17,43.51491
-43.09826,13,43.560179
-30.420934,12,43.584168
-19.540387,12,43.606943
-7.438225,14,43.642444
-36.702413,12,43.687713
-54.032102,17,43.72275
-8.003884,26,43.772369
-40.160659,13,43.797732
-10.389291,13,43.823639
-32.239276,12,43.871026
-24.693063,11,43.891772
-11.882032,23,43.941394
-39.582949,10,43.962036
-51.431102,16,43.992913
-36.264755,14,44.041017
-27.037298,16,44.083767
-18.20829,18,44.117953
9.691579,16,44.148561
-13.698431,15,44.175429
-25.294825,14,44.20217
-24.593379,13,44.227283
-28.734106,21,44.283292
-39.664516,13,44.321507
-31.053501,12,44.342058
-34.219973,15,44.371343
