#{"t_start": 1700864018.2329156, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-24.12016,13,672.175725
-11.644512,17,672.227372
-20.013375,18,672.26991
-18.956775,12,672.29413
-37.995368,13,672.318105
-18.874062,12,672.341416
-29.214379,15,672.391134
-22.566564,16,672.434558
-27.620195,13,672.460536
-48.943429,13,672.484634
-50.396792,19,672.545534
-21.150632,11,672.566596
1.475503,16,672.608108
-29.334713,13,672.649011
-13.633924,13,672.681589
-16.753353,13,672.707049
-12.833135,12,672.739997
-6.931191,13,672.779155
3.32592,18,672.817852
-4.684475,18,672.853675
-34.480942,14,672.892958
-16.34692,15,672.941077
-38.206332,9,672.958369
-24.81397,14,672.987735
-24.355554,17,673.022922
-27.663834,13,673.053983
-11.391182,16,673.084069
-16.687446,13,673.128611
-24.503004,17,673.167419
-13.209208,14,673.196452
-21.723411,16,673.226999
-39.774157,14,673.275775
-25.250071,16,673.313558
-29.052224,18,673.347585
3.289782,17,673.378748
-14.443598,16,673.408226
-44.047848,12,673.431834
-34.006411,12,673.458351
-29.993596,16,673.502679
-32.073498,12,673.523194
-44.752889,11,673.557834
-13.877889,28,673.608729
-39.360566,19,673.678706
-28.591324,13,673.703747
0.893267,15,673.746347
-41.869359,12,673.790086
-44.608216,10,673.808782
-21.53688,16,673.840649
-23.053091,12,673.876129
-51.20729,11,673.919765
-31.598834,10,673.93907
-41.26437,15,673.968921
-33.478019,14,674.002356
11.551396,18,674.058841
-17.857045,12,674.089326
-44.841304,19,674.128173
-13.994584,17,674.162612
-34.296067,14,674.21151
-5.990484,18,674.252538
-20.885464,18,674.295037
-33.733395,19,674.331877
-22.466181,18,674.381044
-24.428646,15,674.41803
-47.580609,17,674.459157
-32.603771,15,674.491382
-47.67749,14,674.517726
-26.775832,12,674.552672
-51.933758,13,674.593436
-3.961004,16,674.627759
-42.070356,13,674.651105
-17.694248,15,674.680644
-30.977057,14,674.722009
-34.248403,18,674.773643
-35.18391,10,674.79496
-48.719359,11,674.81435
-18.181071,15,674.843819
-27.729483,18,674.890039
-3.123581,13,674.936327
-6.278532,15,674.965729
-35.54299,12,674.988443
-39.676705,10,675.007347
-6.940642,16,675.044233
-29.533405,13,675.092785
-10.760765,14,675.123528
-31.552818,12,675.144617
-28.35377,16,675.175671
-17.74895,16,675.214118
-46.623673,14,676.069506
-27.004075,15,676.098086
-37.688079,24,676.166584
-54.002748,16,676.198495
-22.072318,14,676.224797
-8.270797,14,676.259763
-34.634432,14,676.306113
-4.838174,14,676.33565
-6.777403,14,676.367694
-23.810143,18,676.424034
-7.478434,18,676.462078
-26.119696,16,676.491831
-30.41717,16,676.522516
-29.773967,12,676.572482
-41.860468,9,676.595917
-27.146166,13,676.620957
-39.031036,11,676.644536
-40.413798,11,676.666408
-1.74762,15,676.693854
-7.784605,15,676.724353
-45.426859,16,676.774856
-18.026436,12,676.81048
-16.388162,13,676.836398
-18.938183,13,676.860707
-44.828317,12,676.884581
-19.295398,17,676.917098
-12.362216,22,676.961266
-24.397962,16,677.002719
-15.918294,14,677.05216
-40.081243,10,677.073102
-56.686737,14,677.107052
-34.371846,17,677.141409
-35.553429,17,677.19844
-0.986538,17,677.228105
-24.978529,17,677.267136
-27.366949,14,677.317699
-48.351585,23,677.367445
-11.685029,19,677.403936
-8.201127,17,677.436291
-39.38901,11,677.460392
-19.049278,12,677.500966
-43.681982,16,677.544099
-15.367867,16,677.575817
-28.593869,15,677.603316
-37.10242,16,677.634923
-31.013399,11,677.669572
-27.839041,12,677.707626
-30.580151,17,677.740625
-21.218479,17,677.772291
-23.198929,16,677.801167
-26.393541,12,677.834311
-28.042793,12,677.878849
-49.767855,12,677.900854
-38.758502,10,677.921342
-23.175373,17,677.958778
-18.071145,12,677.989565
-43.532523,20,678.030183
-43.798813,10,678.048735
-4.657621,17,678.099383
-34.966297,13,678.130508
2.493195,13,678.167721
-28.352873,15,678.207032
-39.090358,12,678.229129
-8.938711,15,678.263226
-34.163012,15,678.299046
-36.601211,14,678.336041
-25.01231,17,678.379225
-24.704827,12,678.404914
-42.345277,14,678.431495
-60.60063,19,678.478103
-13.457004,14,678.511897
-24.354926,14,678.553969
-10.405209,14,678.583893
-13.878875,16,678.623346
-15.144669,12,678.65176
-27.912997,17,678.704638
-50.103591,13,678.728607
-20.776222,11,678.757076
-34.061486,15,678.787261
-7.413498,16,678.817734
-38.147246,11,678.837666
1.42423,14,678.886096
-30.106551,13,678.920143
-38.428616,11,678.94041
-35.083789,12,678.963865
-15.092087,16,678.99348
-16.390346,15,679.02188
-21.932821,11,679.042914
-65.259138,20,679.112362
-44.176412,12,679.133626
-37.604017,10,679.154188
-35.456762,8,679.168724
-38.911701,15,679.204378
-10.712468,15,679.24455
-43.589908,16,679.28511
-16.538383,14,679.312169
-33.225116,12,679.335421
-19.366929,19,679.379494
-7.679645,16,679.420585
-21.257525,16,679.463937
-24.337018,15,679.494954
-47.620407,13,679.523582
-27.21076,11,679.546681
7.514848,20,679.600205
-35.066005,13,679.626404
-24.625692,12,679.658405
-34.313388,8,679.675805
-26.876466,17,679.708982
-21.12616,14,679.736011
-28.66422,13,679.774273
-9.664313,12,679.818872
-35.3245,16,679.851619
-34.098358,16,679.887157
-12.608224,12,679.913678
-30.593271,17,679.970309
-38.063559,14,679.997545
-35.770557,11,680.024935
-13.720329,19,680.066416
-5.336193,18,680.108316
-2.143202,14,680.137934
-41.209774,16,680.190914
-34.493836,11,680.218188
-22.824099,11,680.237718
-32.953831,15,680.270834
-18.518805,15,680.300666
-44.473661,13,680.34635
20.535666,15,680.373185
-47.560585,21,680.424215
-24.760465,13,680.447514
-25.26783,16,680.498633
-25.452298,14,680.536076
-20.521822,14,680.562555
-2.833385,19,680.596868
-45.280511,13,680.622341
-39.746244,12,680.645658
-11.842112,13,680.669994
-35.585031,13,680.694781
-38.103946,13,680.738997
-40.180172,10,680.75773
-33.60167,18,681.609864
-40.935285,14,681.659967
-54.852267,16,681.691511
-25.760171,14,681.717338
-37.974796,12,681.740799
-33.393769,13,681.764699
-23.804673,12,681.786169
-14.828963,16,681.817681
-27.359649,10,681.840906
-26.090547,14,681.873334
-27.818479,17,681.929318
11.654775,17,681.962125
-14.806591,20,682.001424
-12.515241,17,682.037138
-11.255846,13,682.060534
3.27815,13,682.110679
-64.02999,19,682.147652
-44.558232,11,682.169238
-4.640419,14,682.197324
-6.325651,14,682.228859
-40.871804,20,682.295715
-47.583089,11,682.316039
-48.918521,15,682.346507
-36.91574,9,682.36482
-35.196528,13,682.389079
-42.583906,12,682.413314
-20.654666,19,682.456515
-28.974661,15,682.510871
-21.074941,15,682.54193
-29.298792,12,682.565322
-25.135501,10,682.583641
-22.314348,18,682.618202
-15.232361,18,682.679607
-38.170175,17,682.718214
-29.720908,12,682.761732
-21.096006,12,682.80009
-29.230723,13,682.824816
-37.051448,13,682.853141
-28.168319,15,682.881479
-33.533479,11,682.903084
-37.691004,12,682.925137
-6.412156,15,682.952143
-26.593532,12,682.975454
-34.576259,13,683.000464
-23.689145,13,683.02508
-23.539728,14,683.062517
-40.053926,12,683.106401
-26.35609,17,683.138501
-24.619513,16,683.177744
-38.281489,13,683.202102
-10.674065,18,683.236997
-7.170603,18,683.301628
-26.823822,18,683.335602
-18.635764,14,683.360765
-12.049673,15,683.40047
-1.765799,16,683.446544
-14.510487,16,683.478357
5.949688,24,683.531659
-30.668457,14,683.578574
-14.801358,19,683.616133
-35.410939,15,683.644634
-19.051287,19,683.686766
-44.193416,11,683.73196
-47.40394,14,683.75898
-40.620428,18,683.794562
-27.833593,24,683.846364
-51.018264,17,683.907667
-39.852315,15,683.938112
-29.67072,9,683.95593
-36.702747,18,683.989556
-29.908404,13,684.014959
-14.315663,13,684.071092
-43.025266,19,684.11052
-50.625729,12,684.134591
-6.306491,19,684.202151
-30.475248,9,684.219523
-20.170838,16,684.252431
-14.782568,17,684.284665
-14.855549,21,684.350934
-38.302168,10,684.375755
-39.549119,17,684.40765
-9.427853,17,684.444679
-15.443158,16,684.494841
9.602054,16,684.524868
-31.683499,13,684.554862
-40.295751,13,684.580561
-9.9705,17,684.62269
-33.238692,7,684.635532
-54.763498,12,684.674327
-49.591671,12,684.703214
-26.172291,15,684.732755
-34.877675,17,684.763391
-33.422773,10,684.783633
-21.043368,13,684.813224
-26.215258,14,684.86006
-23.24979,14,684.884462
-39.037595,17,684.920105
-47.892249,15,684.949681
-27.875886,16,684.98289
-18.799297,13,685.029616
-33.296094,12,685.051641
-12.035765,14,685.084793
-36.037246,17,685.118865
0.151465,16,685.150621
-23.541793,13,685.207546
-22.931115,17,685.242181
-15.372661,11,685.264729
-20.904197,17,685.298685
-43.556358,12,685.32366
-18.859661,31,685.418046
-22.976305,15,685.458804
-39.672929,12,685.503766
-3.60079,16,685.536779
-34.598284,17,685.570697
-28.234054,16,685.602459
-33.65074,17,685.636254
-21.312739,13,685.660933
-11.09973,14,685.688889
-32.086209,13,685.72295
-36.753601,15,685.775235
17.377614,22,685.81887
-28.345836,15,685.85021
-43.601515,17,685.886771
-6.15864,14,685.934771
-37.355964,11,685.954698
-36.768051,18,685.993366
-25.635775,17,686.027138
-33.720169,9,686.048825
-21.615747,15,686.100776
-43.729084,13,686.125076
-19.758898,15,686.158962
-4.033031,18,686.194512
-6.806873,20,686.260495
-14.759804,15,687.122683
-29.510261,12,687.148657
-14.028939,16,687.204461
-20.543087,11,687.226413
-13.474274,16,687.263059
-72.313337,17,687.294777
-49.59926,12,687.317687
-28.363377,17,687.37065
-58.219407,12,687.392739
-30.359265,16,687.432518
-54.942184,16,687.462702
-38.838553,18,687.502665
-32.778699,10,687.533785
-5.142696,14,687.572042
-46.56807,11,687.59132
-13.355306,23,687.635995
-28.759081,13,687.676077
-20.443726,23,687.722273
-51.308407,14,687.759493
-4.870187,12,687.792662
4.695088,15,687.82858
-29.390815,11,687.857168
-19.903279,11,687.877553
-16.980486,16,687.916571
-7.691993,14,687.958475
-25.411352,17,688.000681
-42.036012,12,688.028594
-41.168419,10,688.047279
-34.280305,16,688.083469
-30.124375,12,688.119751
-47.406548,11,688.140594
-23.084418,20,688.19698
-5.842865,15,688.225731
-37.962941,11,688.260375
-49.373156,12,688.30042
-23.149611,20,688.339898
-9.362469,17,688.384359
-34.64626,11,688.40546
-41.108825,18,688.461326
-38.543101,11,688.481205
-50.635692,13,688.505922
-17.030467,18,688.545976
-38.459635,9,688.563373
-14.852076,22,688.62998
-19.339276,16,688.662264
-38.494203,14,688.687746
-10.450635,13,688.716355
-28.904061,13,688.753092
-31.039782,13,688.776349
-36.691552,18,688.823903
-37.523146,13,688.850963
-59.787832,21,688.890228
-20.567947,15,688.918891
-27.605674,10,688.950068
-39.241768,10,688.968018
-34.262224,11,689.009737
-6.473277,15,689.036738
3.462048,18,689.067962
-9.187423,22,689.108946
-7.334667,12,689.139506
-47.350055,13,689.163171
-36.948471,22,689.231497
-32.826001,22,689.278777
9.487259,19,689.341522
-10.510139,18,689.379385
-38.709402,17,689.412847
-47.13446,17,689.446338
-13.698648,17,689.480432
-11.687872,16,689.51037
-39.129099,12,689.542646
-33.135747,9,689.559688
-47.449571,12,689.607457
-22.830305,17,689.643593
-40.352938,15,689.676834
-54.699303,14,689.703067
-2.906326,19,689.768298
-5.438863,17,689.802933
-35.943654,16,689.832521
-24.344046,17,689.893755
-16.226937,15,689.92291
1.905627,18,689.957804
1.570351,14,689.984599
-32.537226,10,690.004416
-28.244472,15,690.031236
-7.652461,14,690.087048
-45.053602,12,690.111742
-29.962751,14,690.138718
-23.355284,16,690.196769
-28.347966,13,690.221739
-44.387608,16,690.257346
-34.034656,14,690.283762
-51.982786,18,690.333877
-23.021226,16,690.376788
-42.332353,15,690.416214
-33.570918,14,690.446671
-10.560499,15,690.473049
-41.791153,13,690.509534
-24.564692,16,690.540084
-45.892687,19,690.583326
-21.43245,18,690.619626
-33.261488,11,690.663401
-46.090029,16,690.699945
-31.062309,13,690.724444
-26.1967,14,690.757357
-26.646891,15,690.790065
-31.762014,13,690.838794
-28.082301,13,690.871261
-33.220007,14,690.897667
-7.34962,16,690.93917
-34.967873,11,690.966251
-46.841956,19,691.019686
-11.977739,19,691.058903
-20.668881,17,691.095558
-36.232103,16,691.15087
-38.289834,12,691.175963
-4.540384,16,691.208916
-37.655317,19,691.261152
-23.606127,11,691.294504
-9.422658,16,691.326527
-6.625443,14,691.351808
-39.473377,13,691.37981
-24.303096,15,691.423087
-36.262047,12,691.458515
-4.265739,15,691.485967
-44.732663,18,691.519892
-27.559511,12,691.564768
-13.319413,16,691.603133
-31.029707,11,691.624682
-30.139416,17,691.663075
-16.917304,19,691.717161
-43.226049,12,691.738721
-5.831522,19,691.779361
-31.283819,17,691.81915
-0.247925,18,691.877825
-41.271177,19,692.720127
-14.024544,19,692.772898
-35.329016,9,692.803328
-14.962931,18,692.849378
-29.641757,12,692.890875
-44.574519,22,692.947867
-30.583149,10,692.966572
-16.678037,15,692.996671
-24.305389,20,693.053819
-17.713033,16,693.096498
-6.733984,16,693.125111
-31.607083,15,693.173352
-22.022832,16,693.217012
-2.177663,17,693.249061
-35.128638,13,693.276494
2.745386,15,693.304106
-44.266462,24,693.383815
-37.996396,14,693.411646
-21.88453,17,693.461464
-41.106884,13,693.486677
-38.012008,16,693.534023
-11.759898,16,693.571933
-41.267818,13,693.609581
15.977478,17,693.661065
-13.946388,16,693.694886
-31.982902,12,693.725705
-35.933124,14,693.752028
-22.458795,18,693.787799
-29.555097,18,693.850094
-13.923715,17,693.881616
-37.086094,14,693.91168
-44.478625,14,693.94056
-32.495117,11,693.964838
-51.548157,13,693.987889
101.826893,18,694.021881
-35.928458,15,694.061148
-15.283746,13,694.10857
-15.429374,13,694.134112
-32.130005,17,694.172336
-47.990675,19,694.232088
-24.654636,18,694.265875
-35.395858,7,694.279144
-23.863813,14,694.305556
-58.578738,20,694.342725
-40.210508,14,694.374043
-11.656967,16,694.430888
-36.387598,16,694.468151
6.409929,16,694.498986
-7.011902,15,694.526108
-24.138525,15,694.556301
-16.777904,11,694.601936
-35.148224,11,694.632081
-39.613901,10,694.649515
-29.087601,14,694.677511
-26.290375,13,694.706221
-37.059197,9,694.723649
-31.92823,12,694.761953
-40.335885,10,694.780349
-38.881388,11,694.81388
-43.469585,10,694.839492
-26.306861,14,694.865355
-30.724184,17,694.899968
-22.881692,13,694.936131
-31.020375,15,694.985947
-23.058991,13,695.011571
-19.277631,16,695.050717
-51.174858,16,695.10564
-33.787264,16,695.136466
-61.974448,18,695.188739
-27.291077,10,695.207701
-18.733438,17,695.255276
8.378097,17,695.286855
-32.830305,18,695.322732
-25.597686,14,695.364308
-14.294633,19,695.416824
-37.341315,12,695.440134
1.954046,16,695.473945
-25.39557,18,695.518659
-22.417259,10,695.537263
-37.04255,12,695.578997
-21.385077,11,695.598571
-15.242167,15,695.628549
-9.287352,12,695.652348
-16.125398,17,695.6927
-40.063964,9,695.709262
-35.496533,10,695.750475
-16.231203,16,695.787575
-4.814221,19,695.824083
-4.829356,14,695.870389
-13.758545,17,695.91453
-16.724507,15,695.941949
-36.050536,12,695.984548
-15.926433,14,696.022131
-35.03998,9,696.037934
-43.720242,19,696.074231
-47.109766,14,696.118365
6.981259,20,696.170037
-27.526554,15,696.200593
-22.275953,11,696.228626
-17.68355,11,696.28164
-24.78457,15,696.312174
-17.296445,19,696.362877
-6.273764,24,696.455889
-37.923001,11,696.484966
-33.985634,13,696.516347
7.278583,16,696.574054
-41.981614,10,696.593223
-13.437911,16,696.628132
-48.229397,16,696.66567
-30.94297,12,696.697839
1.099785,16,696.740388
-9.610519,15,696.785954
-38.800779,13,696.811573
-12.163943,18,696.862365
-14.915176,18,696.912562
-38.846021,14,696.955639
-30.2016,13,696.979948
-41.54742,15,697.012996
-23.981969,15,697.054261
-50.430418,15,697.098053
-47.527296,21,697.142083
-27.035239,9,697.163365
-2.735026,17,697.194245
-14.361642,16,697.238311
-14.800373,14,697.278479
-25.134763,18,697.313182
-14.465372,19,697.351899
-10.684179,18,697.400224
-35.549779,13,697.429665
-40.1578,11,697.462386
4.332074,16,697.511773
-13.029981,14,697.536637
-15.922118,21,697.588212
-6.214843,15,697.616579
-34.819094,9,697.647491
-28.45084,13,698.603535
-41.713278,12,698.626355
-21.392726,12,698.673528
-38.819542,11,698.708791
-26.895858,17,698.759145
-12.222391,25,698.83723
-57.41395,26,698.918852
-35.359433,13,698.963749
-21.226843,19,699.010661
-47.161599,13,699.041134
-29.053625,17,699.088346
-37.25234,16,699.133156
-29.21748,13,699.164346
-20.028617,18,699.210539
-6.706272,13,699.235584
-16.53098,14,699.275691
-16.003297,15,699.324568
-36.6811,11,699.350665
-35.721593,15,699.384645
-45.721804,16,699.418891
-15.564331,16,699.468535
-8.334277,14,699.496142
-45.455635,12,699.527017
-22.125787,14,699.558701
-25.87206,12,699.604824
-24.224658,13,699.630265
-29.422119,14,699.66751
-13.175058,14,699.696539
-26.586303,11,699.733671
-44.990035,12,699.755982
-14.270689,13,699.790964
-20.013985,13,699.821661
-33.999685,15,699.864782
-29.473875,10,699.883448
-21.985925,14,699.923002
-28.664631,14,699.959445
-13.219394,23,700.018468
-52.54301,16,700.065074
-43.122927,14,700.095475
-42.412971,14,700.13281
-17.014026,13,700.156931
-50.493023,19,700.216839
-22.811489,15,700.24501
-19.665342,13,700.276169
-27.361342,11,700.301439
-20.234675,13,700.325614
-18.240414,18,700.367987
-28.991643,13,700.408059
-24.462061,11,700.441329
-11.024412,13,700.468491
-15.80371,15,700.496012
-40.69905,21,700.567267
-47.678117,17,700.617765
-28.596606,13,700.641576
-19.162698,16,700.670076
-18.525669,15,700.719775
-10.458182,17,700.76171
-35.689061,14,700.790095
-26.730392,12,700.813604
7.617696,17,700.849024
1.843091,18,700.900084
-31.991147,12,700.938003
-17.257036,18,700.974037
-44.206868,11,701.003289
22.197243,16,701.044019
-27.010155,17,701.090528
-2.739184,15,701.124117
-22.294474,14,701.156793
-22.250969,19,701.204207
-49.136566,13,701.228364
-45.696484,18,701.309803
-5.316988,16,701.361281
15.386792,21,701.415915
-36.338604,8,701.431255
-25.581451,14,701.460812
-33.315715,14,701.490032
-33.377776,13,701.514277
-55.903381,19,701.558823
-49.229316,13,701.604528
-6.528414,16,701.637442
-22.868463,17,701.676147
-20.242288,16,701.727747
-29.327187,11,701.753989
-7.457364,15,701.780989
-55.115449,15,701.810499
-30.46204,14,701.839831
-34.337712,12,701.89113
-31.893958,11,701.911069
-39.031864,13,701.937246
-23.139393,13,701.97111
-27.746439,14,702.019822
-32.923075,13,702.043075
-10.3386,18,702.077596
-49.887293,12,702.101333
-0.504582,14,702.129875
-31.542771,11,702.150258
-48.209296,24,702.227491
-20.451121,18,702.261344
-41.844438,18,702.319137
-41.609497,12,702.343543
-36.783532,10,702.370826
-28.281508,18,702.406742
-13.136857,16,702.43814
7.118732,17,702.470282
1.901123,14,702.500114
-26.313318,12,702.54291
-20.030535,15,702.571691
-13.508882,14,702.610229
-34.123771,10,702.635684
-24.866409,20,702.675884
-32.211025,12,702.713785
-17.128307,15,702.755692
-14.578578,15,702.789556
-38.331409,12,702.81217
-29.25909,20,702.855181
-40.334415,18,702.913013
-4.970014,14,702.948285
-35.640807,17,702.981767
-7.688511,17,703.039673
-30.691326,14,703.073464
-40.379992,17,703.105751
-26.071164,12,703.128431
-11.370768,18,703.161977
-26.681571,14,703.187318
-40.349693,13,703.212584
-36.201493,10,703.23541
-21.449345,18,703.2966
-37.847573,12,703.317799
-10.680901,12,703.343152
-23.384066,16,703.378375
-40.110019,13,703.430064
-24.153076,14,703.494958
-55.629297,13,703.518537
-19.301167,16,703.549916
-39.466065,15,703.578138
-54.892933,15,704.469841
-19.306933,11,704.491179
-38.709646,12,704.519504
8.029255,22,704.562893
-10.729652,19,704.605237
-38.017891,15,704.649666
-28.766067,19,704.693258
-14.413232,18,704.726017
-25.03782,12,704.749265
-20.61924,14,704.801914
24.579174,14,704.828999
-39.940303,12,704.860703
-32.157371,18,704.895144
-20.412937,14,704.94651
-36.300343,14,704.981892
-37.407557,12,705.00402
-39.524999,19,705.042445
-47.385886,19,705.079759
-38.422551,14,705.11446
-31.722504,17,705.160275
-42.063549,17,705.205869
-37.954711,14,705.232741
-53.343499,13,705.258948
-35.18091,14,705.290104
-21.720057,17,705.342649
-31.343429,16,705.384645
-11.16551,12,705.407145
-18.561008,11,705.428717
-37.306736,13,705.452567
-55.208805,22,705.496269
-10.458908,16,705.542281
-27.702742,16,705.585345
-5.30228,14,705.618181
-32.900717,13,705.643351
-27.201912,13,705.682627
-10.724658,13,705.712448
-15.955922,12,705.741252
-37.492244,9,705.757659
-34.873253,16,705.797204
5.193722,17,705.841473
-8.078104,13,705.875881
-28.239785,18,705.913296
-38.616817,11,705.93382
-32.450725,14,705.963291
-37.978771,13,706.007698
-36.487258,15,706.046474
-32.643294,13,706.07048
-26.022375,14,706.097634
-30.395093,14,706.149289
-0.80175,15,706.184422
-33.774724,11,706.203765
-40.984912,13,706.229226
-16.866317,17,706.26813
-28.294802,24,706.32879
-35.142613,11,706.357612
-34.412736,14,706.384471
-26.038784,14,706.411076
-20.740721,13,706.435223
-43.487259,14,706.46732
-56.620144,29,706.563648
-36.402668,13,706.591957
-46.16548,13,706.623123
-37.794856,14,706.648698
-37.319097,25,706.730614
-37.997186,14,706.759571
-56.235116,15,706.791968
-42.656313,17,706.822585
-31.0022,18,706.859019
-38.876309,22,706.935987
-16.86773,12,706.957413
-49.273907,10,706.979422
-30.526115,14,707.02756
-16.181201,13,707.064177
-35.667977,16,707.093493
-6.681545,16,707.124505
-31.112862,11,707.164201
-15.113318,21,707.218036
-23.504878,12,707.243237
-44.549411,10,707.262225
-81.326419,26,707.327039
-23.10864,14,707.368563
-3.6181,21,707.40954
-46.952818,10,707.428548
-20.194405,16,707.462638
-43.899247,16,707.50557
-13.618207,16,707.55045
-30.804397,18,707.58459
-0.688853,14,707.612628
-24.549459,17,707.646863
-41.299438,13,707.690888
-6.755709,14,707.716938
-14.869903,15,707.755572
-38.663843,12,707.777945
-1.116514,19,707.829792
-22.264097,16,707.869383
-29.81047,19,707.907034
-48.854664,17,707.957069
-43.289465,11,707.977221
-16.188732,17,708.028177
-29.452174,15,708.060103
-18.994782,14,708.103878
-26.206163,16,708.147719
-31.912588,10,708.179147
-31.407565,17,708.215597
-17.876746,23,708.26326
-24.311263,13,708.305062
-24.665422,11,708.33851
-29.295639,9,708.363083
-44.775785,15,708.397403
-10.598522,15,708.428797
-1.388565,16,708.473466
-10.041643,14,708.504795
-8.193542,18,708.557083
-18.850697,17,708.608851
-24.558522,13,708.644749
-28.562955,12,708.666965
-20.01922,13,708.693221
-29.717956,12,708.715692
-6.373053,13,708.738757
-35.184517,12,708.760862
-8.445183,15,708.787813
-33.567346,16,708.836138
-32.511379,18,708.884055
-45.42922,14,708.909425
-11.562526,16,708.940069
11.459258,18,708.987748
-12.539642,14,709.032523
-2.570751,22,709.07374
-5.259068,17,709.118574
-38.703552,15,709.165787
-30.510461,12,709.191346
-43.414194,10,709.209567
-10.402638,14,709.242867
-33.882277,13,710.109241
-30.624438,13,710.160007
-13.194281,23,710.203064
-29.902092,16,710.235212
-28.927218,11,710.255424
-23.584624,13,710.282913
5.675687,17,710.314369
-39.43573,17,710.369991
-27.049813,15,710.405416
2.693131,17,710.439432
-20.663938,17,710.4952
-53.798549,13,710.530827
-16.035169,19,710.567866
-16.957551,18,710.602826
-33.214544,15,710.631862
-43.591399,13,710.656446
-44.18306,21,710.716627
-22.976398,14,710.743764
-23.423147,15,710.787971
0.140158,16,710.821157
-15.524055,12,710.844778
-14.307766,13,710.871493
-35.053087,18,710.919453
-53.2484,15,710.967772
-22.131916,14,710.994029
-17.458664,17,711.029069
-36.277373,15,711.057661
-9.179564,21,711.104378
-30.882748,25,711.174517
-42.711733,16,711.204893
2.358886,16,711.233579
-31.723462,12,711.260268
-32.61918,13,711.314659
-27.258007,12,711.341109
-5.635913,19,711.376828
-24.153537,14,711.401794
-25.652856,18,711.435924
-33.545824,11,711.462553
-5.34388,16,711.521138
-0.438243,16,711.55167
-35.013603,15,711.580325
-22.584491,11,711.599879
-9.091323,17,711.634553
-28.688721,14,711.66218
-12.314642,18,711.72513
-33.585693,11,711.747322
-16.571616,17,711.780154
-34.436812,12,711.802652
-36.656274,15,711.831942
-10.413945,15,711.889273
-25.860495,29,711.946518
-24.029346,15,711.972521
-30.635147,13,711.996781
-35.805915,12,712.025125
-8.380135,18,712.084132
-19.713276,14,712.114737
-6.345465,20,712.153397
-21.00134,16,712.18467
-9.747119,13,712.237711
-34.624561,16,712.268028
-47.050311,13,712.295103
-29.857443,12,712.321555
-22.806344,13,712.352987
-27.785898,20,712.411964
3.852633,20,712.454174
-42.488044,20,712.494308
1.832516,15,712.523975
-30.787996,10,712.543107
-25.400662,15,712.596357
-26.774388,15,712.629905
-20.909676,13,712.65865
-6.859297,15,712.693369
-26.031263,10,712.711969
-20.689747,13,712.746078
-39.72679,12,712.784116
-14.743375,14,712.815021
-21.197232,10,712.833842
-31.698454,13,712.859352
-41.345741,12,712.882473
-29.557561,14,712.908493
-36.243291,12,712.944357
-30.141268,16,712.990286
-22.213196,14,713.017257
-2.244295,20,713.054574
-7.979197,15,713.082681
-29.512507,12,713.105298
-45.267667,18,713.150556
-10.0371,14,713.195986
-6.843873,18,713.231918
2.551559,16,713.262092
-11.903376,16,713.303186
-14.469714,15,713.35339
18.152436,21,713.398866
-41.226374,12,713.436066
-0.967635,16,713.465763
-26.117977,9,713.495451
-30.131532,14,713.536374
-26.108945,12,713.571289
-27.756097,18,713.616183
-41.156418,11,713.637847
-30.395909,16,713.682499
-29.383803,14,713.723809
-20.053159,15,713.75906
-19.146658,15,713.789908
-35.409853,19,713.827465
-24.359318,17,713.870838
-23.709414,14,713.905615
-23.522771,11,713.926797
5.061046,18,713.980744
-16.907057,18,714.018162
-5.208402,15,714.046879
-38.708036,13,714.075662
-50.786102,15,714.111776
-47.465628,15,714.142611
-36.105996,11,714.170091
-27.461468,17,714.216588
-57.892334,12,714.239543
-13.612061,20,714.296445
10.815042,20,714.348568
4.1493,15,714.380427
-25.588693,10,714.399185
-27.919055,13,714.438623
-44.623336,15,714.480885
-25.074343,11,714.500967
-1.15681,16,714.531363
-21.567693,14,714.57409
2.238513,16,714.619856
-1.281981,17,714.653025
-42.323772,22,714.69469
-24.636945,14,714.720881
-28.834823,17,714.762947
-3.050438,14,714.81356
-39.553281,16,715.62003
-39.363374,18,715.677106
-21.431212,12,715.703558
-41.22119,17,715.738893
-34.379395,15,715.774265
-36.069136,18,715.826779
-34.037929,16,715.861153
4.388697,21,715.899864
-12.283519,21,715.937083
-31.43179,13,715.971785
-39.863047,15,716.019882
-35.383416,12,716.043308
-17.507708,16,716.076367
-28.939425,10,716.097703
-15.331369,18,716.142406
-42.083622,12,716.190391
-25.477973,15,716.22209
-4.079297,15,716.249041
-31.123471,12,716.27759
-3.349812,19,716.341577
-7.391475,14,716.369516
0.842526,15,716.400884
-42.491131,13,716.457205
4.478273,20,716.499161
-33.818692,18,716.534247
-30.588908,12,716.558365
-30.623668,17,716.594647
-49.152698,14,716.620797
-24.788447,16,716.681363
-45.138602,17,716.715478
-17.768193,14,716.746334
-27.382822,15,716.776443
13.111629,24,716.820727
-21.013028,16,716.875268
-22.676398,19,716.919107
-27.295289,16,716.94931
-35.524887,11,716.969753
-30.985863,13,716.993888
7.533166,17,717.047535
-38.143735,9,717.076497
-37.42338,20,717.115834
-33.081082,16,717.147104
-28.187064,15,717.17371
-66.896174,17,717.207232
-28.064279,13,717.23227
-24.247387,17,717.262491
-36.99044,12,717.312222
-34.714118,12,717.340244
-37.514592,13,717.391089
