#{"t_start": 1700864018.9810667, "env_id": "QuadrotorPlusHoverEnv-v0"}
r,l,t
-7.37392,14,19.286067
-38.875198,14,19.319172
-48.136517,12,19.341227
-44.708468,15,19.378485
-8.550531,16,19.421253
-34.730868,9,19.446488
-31.487117,11,19.466856
-21.177847,15,19.499235
-36.629038,8,19.521887
-31.848275,12,19.545169
-12.86575,14,19.588765
-40.641438,9,19.619827
-10.312809,13,19.64443
-17.564407,14,19.675478
-33.675391,16,19.710175
-23.669974,16,19.75207
-30.64385,23,19.809763
-36.551397,15,19.839612
-21.525207,15,19.885114
-47.695509,13,19.916699
-33.674283,10,19.935396
11.215695,21,19.994726
-17.599615,17,20.025822
-28.715182,10,20.052431
-23.911094,13,20.082546
-31.133597,17,20.134655
-31.111272,18,20.176527
-30.942965,12,20.204071
-17.458277,17,20.236268
-19.128053,17,20.294598
-37.562262,12,20.320963
-4.01419,15,20.350729
14.979803,20,20.387814
-9.499837,11,20.413443
-21.009844,13,20.459013
-32.443706,20,20.505337
9.917405,17,20.538167
-21.564875,19,20.582364
-31.340821,10,20.601049
-25.296443,16,20.645888
-22.708796,19,20.695369
-28.828073,12,20.720262
-34.298406,18,20.76027
-12.507234,15,20.80234
-28.799609,11,20.838691
-14.125708,19,20.877091
-29.052328,19,20.911854
-14.869771,16,20.958829
-28.688864,14,20.983516
-16.305702,18,21.031921
-29.516191,16,21.06332
-29.204253,13,21.097519
-48.698222,17,21.13579
-31.411895,15,21.187885
-24.766013,15,21.218964
6.074369,16,21.251226
-48.020447,14,21.278519
-30.09915,11,21.302909
-49.784501,17,21.358193
-47.975321,14,21.392668
-3.549047,15,21.421974
-39.619031,9,21.437776
9.040018,18,21.471679
-38.978225,13,21.502072
-29.353517,14,21.549012
-43.423829,17,21.589547
-14.374272,20,21.630301
-5.132237,15,21.661765
-43.759433,13,21.685652
-30.142499,14,21.731225
-40.803232,14,21.76979
-24.702848,11,21.792516
-52.067005,16,21.840977
-18.692907,17,21.888336
-35.577822,17,21.921659
-35.687243,14,21.949894
-11.186376,14,21.977935
-30.073664,15,22.027518
-6.677906,17,22.074363
-48.659665,12,22.098286
-26.136273,11,22.120809
-20.985263,14,22.144667
-28.742414,16,22.177216
-4.451003,13,22.207055
-30.171057,12,22.233398
-20.467987,13,22.272673
-39.30619,27,23.180671
-32.274576,12,23.210632
-39.445038,12,23.234981
-42.745506,14,23.261064
-23.600845,16,23.319552
-16.153754,16,23.357265
-18.992473,12,23.381327
-48.860336,13,23.406773
-26.834398,12,23.430406
-30.008881,11,23.451638
-29.782423,16,23.506679
-35.5182,21,23.557284
-54.149159,18,23.592983
-20.390757,15,23.626957
-11.746297,14,23.657684
-19.900508,15,23.691399
6.037197,15,23.733644
-17.372875,14,23.773266
-44.252491,15,23.801199
-13.576667,20,23.858368
-13.815841,13,23.882104
-32.172152,16,23.929407
-45.007581,11,23.951945
-38.691094,14,23.97907
-12.10737,15,24.019059
-24.714397,15,24.04596
-39.300333,17,24.099091
-26.488486,16,24.137377
-33.861907,19,24.196023
-18.667492,18,24.230287
-35.822066,11,24.264016
-54.344659,12,24.30684
-25.928649,9,24.323573
-19.441234,21,24.365724
-11.538807,18,24.400757
-45.324763,18,24.443571
-26.9797,11,24.487212
-19.129538,14,24.515117
-19.462305,16,24.54564
-25.636775,11,24.56601
-38.425826,10,24.586632
4.900449,15,24.620867
-32.089386,15,24.678109
-19.273202,15,24.70538
-38.298201,11,24.731735
-26.642609,17,24.765579
-9.457051,15,24.796237
-36.998668,9,24.813594
-24.567317,17,24.86869
-37.012974,13,24.901558
-38.480859,19,24.962959
-36.461098,15,24.999034
-36.000043,14,25.026527
-1.185093,17,25.058835
-24.05536,17,25.092463
-9.707152,15,25.120919
-36.745281,16,25.151321
-33.720301,20,25.189048
-40.018951,14,25.237234
-30.847952,11,25.257361
-0.702813,22,25.3081
-41.721256,12,25.332238
-26.922446,10,25.352014
-22.68573,18,25.387553
-36.814065,11,25.423963
-38.993668,11,25.467452
-5.087647,16,25.499479
-32.115664,13,25.527755
-28.348585,16,25.556144
-23.75225,20,25.600984
-46.527097,12,25.622505
-20.910994,18,25.677984
-17.899024,18,25.725003
-3.332128,19,25.770541
-31.082253,13,25.80748
-26.720692,18,25.852522
-48.657744,11,25.87798
-19.823916,17,25.916915
-38.132162,14,25.954828
2.594154,14,25.980546
-1.221925,16,26.020235
-31.072796,15,26.053032
-8.181375,17,26.089959
-32.653991,13,26.136703
-3.576663,20,26.175167
-58.205953,16,26.210332
-32.495815,14,26.236435
-33.583968,11,26.256456
-27.896136,12,26.279941
-28.346947,12,26.325464
-36.883851,11,26.34616
-25.675211,13,26.380976
-35.366774,16,26.413027
-21.659469,16,26.444958
-24.867513,18,26.499739
-20.802523,14,26.538966
-34.798659,10,26.557876
-46.445302,14,26.583781
-36.931903,12,26.606299
-5.103421,13,26.63159
-14.017821,17,26.66161
-39.431728,14,26.689603
-20.319202,15,26.733672
-30.141049,13,26.7769
-28.315074,19,26.815711
-29.520636,15,26.851232
-13.229941,18,26.889871
-26.756543,17,26.938105
-7.247924,18,26.977161
9.164597,16,27.012977
-16.228193,17,27.045826
-2.390759,15,27.098228
-11.008809,16,27.127648
-36.038599,17,27.164013
-50.955041,20,27.204793
-20.775493,16,27.234858
-11.692778,21,27.299901
-53.404397,17,27.341821
-15.070906,15,27.367893
-25.688848,16,27.398433
-39.187534,14,27.42536
-33.924262,13,27.471106
-42.037479,11,27.505208
-51.151308,21,27.545723
-27.112815,14,27.572776
-44.535615,15,27.601332
-37.684457,12,27.64546
-54.672678,20,27.69528
-21.814706,18,27.749075
-11.32625,13,27.789899
-51.969075,14,27.824824
-40.023633,14,27.858205
-36.595169,9,27.875837
-37.326923,12,28.782468
-19.95739,13,28.813315
2.343834,15,28.854815
-27.342192,15,28.890676
-35.46943,15,28.932182
-42.853587,12,28.954469
-43.010474,17,29.002141
-32.205524,16,29.034307
-35.761388,11,29.06436
-29.296989,15,29.106692
-26.614789,11,29.127819
-55.797077,20,29.173988
-41.643165,14,29.205757
-23.945832,13,29.238036
-35.524821,15,29.280545
-31.898151,14,29.319581
-44.0861,13,29.347597
10.130354,18,29.3865
-35.82179,12,29.409534
-28.476056,13,29.446262
-25.994541,16,29.490725
-30.391785,17,29.526742
-29.20902,11,29.546628
-29.582937,12,29.57073
-39.174906,11,29.601971
-6.336724,17,29.658562
-19.834097,17,29.691266
-63.168189,17,29.724571
-27.037682,21,29.764275
-40.32645,13,29.791187
-18.460648,17,29.851026
-42.784053,12,29.873177
-24.737759,11,29.899052
-43.857126,19,29.936235
-28.752455,13,29.961686
-25.420041,19,30.001935
-27.726417,11,30.021684
-33.556106,11,30.066113
-42.400159,14,30.099358
-39.003235,17,30.134307
-8.671525,15,30.167329
-22.723235,16,30.219062
-3.10075,17,30.256409
-46.910658,11,30.277457
-39.339785,13,30.303817
-11.227582,16,30.334586
-32.127043,13,30.357547
-31.74049,19,30.42668
-39.346463,12,30.447905
-44.164999,9,30.466238
-13.271742,26,30.537531
-31.380389,15,30.574792
1.369452,17,30.628762
-44.365933,12,30.662115
-8.773859,14,30.688663
-10.229068,15,30.718168
-23.873487,15,30.747897
-24.017599,19,30.814119
-39.201177,16,30.846261
-27.190726,17,30.879312
-15.730317,16,30.909441
4.067754,20,30.97401
-36.376075,8,30.995879
-10.764524,15,31.023161
-34.745699,20,31.064815
-30.123802,16,31.124013
-31.878523,10,31.142798
-23.514112,10,31.163591
-27.757949,12,31.18484
-38.757522,10,31.204472
-70.118192,18,31.23834
-35.693384,9,31.254983
-19.407701,14,31.282046
-40.899058,13,31.335905
-26.210239,12,31.362247
-21.230549,14,31.38754
-35.083182,17,31.418399
-19.590088,17,31.449874
-31.066193,12,31.473723
-14.551854,18,31.535507
-40.216953,14,31.566684
-34.473309,10,31.585753
-35.457855,10,31.608523
-23.78655,19,31.6473
-32.684008,13,31.690614
-41.028785,19,31.739295
-14.969373,14,31.767307
-30.174893,19,31.801513
-20.496,12,31.82303
-46.598728,11,31.844531
-29.342648,12,31.868781
-29.84744,16,31.915803
-38.371617,12,31.939238
-40.18151,10,31.97532
-16.796896,16,32.008144
-28.840494,17,32.045116
-46.76509,11,32.065096
-32.710164,14,32.100666
-17.461717,12,32.140198
-35.174349,17,32.180296
-3.810371,16,32.211877
-35.535394,10,32.230226
-35.914505,13,32.26146
-36.168045,17,32.312096
-32.136634,11,32.34048
-10.180419,16,32.374178
-17.548744,12,32.395978
-37.452322,17,32.427477
-2.60554,19,32.484439
-24.500624,19,32.529297
-26.021381,17,32.562771
-20.898843,16,32.5941
-7.733615,14,32.622054
-35.295561,13,32.648075
-45.67821,19,32.699451
-24.266065,18,32.749706
-21.323753,17,32.783128
1.00747,16,32.812973
-43.129781,10,32.831345
-41.496109,12,32.867329
-17.863818,12,32.909959
-41.592991,14,32.93545
-18.628718,12,32.96025
-8.705858,16,32.997821
15.745288,17,33.052798
-18.952991,12,33.07716
-36.766908,8,33.092208
-10.370635,15,33.124868
43.63304,17,33.162127
-36.226503,11,33.209509
-35.012346,16,33.239851
-33.433713,12,33.274416
-12.457242,15,33.309729
-37.188845,15,33.343462
-63.244271,17,33.397623
-29.102629,12,33.427907
25.994411,19,33.465646
-29.283736,12,33.487238
-33.722472,9,34.384847
-39.570193,9,34.410118
-30.381361,13,34.434396
-21.177916,15,34.467199
-17.451822,13,34.502387
-20.734324,14,34.546815
-38.138953,13,34.577531
-10.486571,14,34.614784
-32.308064,14,34.641297
-47.43586,15,34.684201
-30.682963,14,34.723452
-29.048266,15,34.754804
-42.515972,17,34.789663
-13.764775,15,34.836758
-46.744106,16,34.877388
-19.022881,18,34.911308
-16.619535,16,34.944328
-32.160347,13,34.968274
-41.793353,10,35.004633
-38.226368,10,35.039921
-31.964851,12,35.062463
-15.285343,17,35.096353
-48.988716,22,35.15308
-41.926282,18,35.205197
-18.429756,18,35.241023
-27.070342,15,35.268174
-16.031157,15,35.298041
-31.855221,13,35.333791
-59.867458,15,35.381808
-22.039487,18,35.419602
-35.791641,17,35.460822
-37.141291,11,35.480772
-8.532925,15,35.529486
-43.635305,13,35.555868
-29.699233,21,35.604662
-41.407407,18,35.665285
-36.583733,15,35.694076
-41.509135,19,35.738074
-33.140693,15,35.792403
-42.809874,21,35.835403
-42.682623,21,35.875794
-52.589106,16,35.910524
-1.407547,16,35.964576
-57.857658,18,35.998872
-19.881815,18,36.040128
-26.525667,9,36.081928
-39.294897,18,36.122655
-28.905374,10,36.1416
-31.199514,13,36.166686
-33.039173,13,36.193127
-20.941399,16,36.224754
-30.655436,9,36.241511
-56.971459,12,36.268241
-32.641941,16,36.31382
-33.133874,13,36.350885
-7.527039,13,36.37539
-21.039511,17,36.409025
-23.021106,14,36.435091
-1.31276,14,36.464091
-23.732567,16,36.506224
-32.953146,8,36.521403
-14.19347,15,36.572617
-68.705509,20,36.611273
-50.575122,15,36.640945
-41.979449,17,36.67895
-30.460078,16,36.740685
-20.112854,14,36.770254
-37.819475,11,36.789802
-19.07893,13,36.816954
-48.992956,12,36.840703
4.438891,17,36.873235
-36.261147,12,36.896425
-32.241071,13,36.920218
-34.110512,15,36.948023
-13.55738,16,36.979344
-41.925689,16,37.036163
-22.950447,16,37.073231
-49.856633,11,37.094275
-31.337736,14,37.145624
-31.843286,11,37.174208
-6.638968,15,37.206777
-20.673581,15,37.237124
-6.487133,13,37.260746
-50.774897,15,37.307399
-34.833862,13,37.344987
-13.497144,18,37.380455
-12.907274,13,37.405869
-34.372964,20,37.444171
19.036725,14,37.486615
-31.986523,14,37.511625
-9.848815,18,37.561816
-47.585209,14,37.590672
-44.658187,13,37.620823
-7.570965,13,37.652742
-25.688805,17,37.699525
-40.767972,20,37.746707
-27.509215,14,37.778081
-22.987953,13,37.801659
-45.285634,14,37.842016
-23.705503,16,37.881814
-41.139082,16,37.912396
-16.991607,15,37.945928
-47.713243,14,37.986314
-42.306285,13,38.010118
-20.634729,20,38.063955
-30.235272,11,38.084574
-55.498951,15,38.114932
-45.872153,14,38.161398
-5.170744,18,38.208819
-78.531423,20,38.250297
-23.253525,19,38.301034
-48.05714,14,38.344418
-35.293075,13,38.369818
-16.207883,14,38.395727
-36.052601,16,38.448185
-23.098316,13,38.484831
-14.169051,14,38.523068
-15.850013,14,38.560598
-60.748223,15,38.587866
3.108315,20,38.654217
-20.846749,21,38.697459
-27.075341,13,38.745581
-39.912883,15,38.773283
-40.750643,12,38.809181
-41.919887,11,38.831132
-28.661983,15,38.862292
-30.466209,17,38.895242
-39.799933,18,38.949103
-27.828426,14,38.976077
-12.100326,18,39.027003
-18.41753,15,39.052971
-13.609555,12,39.077404
-22.337488,12,39.115947
-17.459223,15,39.163133
-23.063818,17,40.068094
-5.748668,13,40.096292
-5.384126,14,40.121984
-26.977472,14,40.154962
-34.45018,14,40.205854
-29.522377,15,40.26738
-23.484143,16,40.307177
-50.117089,16,40.365368
-8.30943,18,40.403977
-45.636231,16,40.436743
-10.486338,20,40.526057
-27.492759,17,40.57196
-32.60823,14,40.61115
-15.352308,15,40.663696
-59.580178,17,40.707119
-30.412409,17,40.740426
-23.55618,11,40.761292
-26.598248,13,40.796582
-37.341634,16,40.83151
-27.884398,14,40.874613
-21.418332,16,40.910254
-15.306762,18,40.947242
-21.647185,19,40.992563
-27.791998,11,41.012524
5.282561,15,41.059795
-35.363093,13,41.092194
-39.479226,12,41.117275
-19.394439,15,41.150685
-9.264269,18,41.199974
9.503935,19,41.247671
-21.950985,13,41.271847
-13.090309,17,41.307117
-24.400084,17,41.345038
-11.290339,15,41.38766
-8.095376,18,41.434048
-34.586314,16,41.466648
-7.946838,15,41.499238
-60.758939,16,41.542555
-32.818534,16,41.573364
-43.992248,18,41.607815
-30.124312,12,41.646452
-22.683918,17,41.695338
-1.588418,20,41.733864
-36.810303,22,41.778122
-23.471132,15,41.813974
-39.082159,12,41.836309
-23.115717,16,41.887977
-26.214882,20,41.928489
-29.981808,17,41.961276
-37.175736,17,41.996622
-40.293986,12,42.046262
-46.569166,17,42.081984
-4.84997,15,42.112746
-36.74388,11,42.137778
-33.076143,11,42.158466
-3.619122,21,42.217051
-39.931212,18,42.264579
-20.452666,11,42.289028
-22.852743,14,42.318792
-36.020707,8,42.333576
-7.584512,13,42.371225
-37.249751,16,42.41481
-27.338099,10,42.432905
-36.650221,11,42.459803
-21.92223,22,42.500756
-11.179572,14,42.537894
-20.808162,13,42.582673
-37.924051,14,42.611357
-20.713544,17,42.650495
-70.330731,22,42.697857
3.72437,17,42.748372
-42.263282,18,42.792376
-25.040029,13,42.81893
-44.524468,17,42.872242
-4.751998,18,42.918583
-17.260518,16,42.983235
-34.850345,10,43.00181
-31.847333,17,43.036183
-47.114462,18,43.070127
-25.867629,14,43.1057
-28.73084,14,43.155654
-11.966045,13,43.179806
-19.631408,13,43.204676
-28.110699,16,43.236191
-45.301238,12,43.272914
-18.399065,17,43.308578
-47.529494,18,43.345569
-0.971384,15,43.383897
-30.402028,10,43.403094
-2.323021,23,43.467233
-26.524063,13,43.490504
-33.067462,13,43.515856
-35.789824,16,43.546055
-50.90687,16,43.575929
-15.728451,16,43.614205
-11.626878,16,43.669245
-19.592992,14,43.694491
-42.632191,17,43.731357
-43.804787,10,43.751862
-39.52264,13,43.778194
-33.848375,16,43.808822
-34.662437,15,43.836146
-5.508962,14,43.887694
-38.411354,16,43.929327
-31.346055,15,43.957331
-18.284603,14,44.004697
-36.498333,17,44.048844
-31.408741,14,44.077083
-38.956161,7,44.090438
-30.184553,15,44.139555
-16.870904,20,44.191387
-26.711946,13,44.216246
-9.292489,17,44.262186
-23.225337,22,44.319589
-20.477056,16,44.354254
-66.054748,16,44.3936
-50.568611,15,44.426491
-33.390903,9,44.443242
-32.681838,15,44.495076
